as_of,calculation_version,daily_avg_price,data_quality,dealer_consecutive_buy_days,dealer_consecutive_sell_days,dealer_flow_acceleration,dealer_net_10d,dealer_net_1d,dealer_net_20d,dealer_net_5d,duplicate_stock_id,foreign_buy_rank_10d,foreign_buy_rank_1d,foreign_buy_rank_20d,foreign_buy_rank_5d,foreign_consecutive_buy_days,foreign_consecutive_sell_days,foreign_flow_acceleration,foreign_net_10d,foreign_net_1d,foreign_net_20d,foreign_net_3d,foreign_net_5d,foreign_net_pct_volume,foreign_sell_rank_10d,foreign_sell_rank_1d,foreign_sell_rank_20d,foreign_sell_rank_5d,inst_10d_avg_buy_cost,inst_10d_buy_amount,inst_10d_buy_shares,inst_10d_sell_shares,inst_20d_avg_buy_cost,inst_20d_buy_amount,inst_20d_buy_shares,inst_20d_sell_shares,inst_5d_avg_buy_cost,inst_5d_buy_amount,inst_5d_buy_shares,inst_5d_sell_shares,inst_acceleration,inst_cost_position,inst_flow_amount_10d,inst_flow_amount_1d,inst_flow_amount_20d,inst_flow_amount_3d,inst_flow_amount_5d,inst_flow_trend,inst_net_10d_shares,inst_net_1d_shares,inst_net_20d_shares,inst_net_3d_shares,inst_net_5d_shares,institutional_age_days,institutional_buy_rank_10d,institutional_buy_rank_1d,institutional_buy_rank_20d,institutional_buy_rank_5d,institutional_consecutive_buy_days,institutional_consecutive_sell_days,institutional_flow_acceleration,institutional_flow_grade,institutional_generated_at,institutional_net_10d,institutional_net_1d,institutional_net_20d,institutional_net_3d,institutional_net_5d,institutional_net_pct_volume,institutional_sell_rank_10d,institutional_sell_rank_1d,institutional_sell_rank_20d,institutional_sell_rank_5d,institutional_stale,market,market_data_quality,mixed_snapshot,name,price_response_to_flow,price_vs_inst_10d_cost_pct,price_vs_inst_20d_cost_pct,price_vs_inst_5d_cost_pct,reference_close,row_count,security_type,source,stock_id,stock_name,symbol,trust_buy_rank_10d,trust_buy_rank_1d,trust_buy_rank_20d,trust_buy_rank_5d,trust_consecutive_buy_days,trust_consecutive_sell_days,trust_flow_acceleration,trust_net_10d,trust_net_1d,trust_net_20d,trust_net_3d,trust_net_5d,trust_net_pct_volume,trust_sell_rank_10d,trust_sell_rank_1d,trust_sell_rank_20d,trust_sell_rank_5d
2026-09-07,institutional_features_v2,11.148233974350134,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,2,0,128500.0,228500.0,395000.0,-87000.0,279000.0,178500.0,,,,,,12.827452999298709,232505692.56258464,18125632.0,239407625.0,12.846436845234262,278101116.4729948,21648113.0,359531279.0,,,0,214208135.0,ACCELERATING,BELOW_20D_COST,-2505575131.7732706,-386590442.1822864,-3949594333.016839,-1361328630.560791,-2431392436.102544,PERSISTENT_SELL,-221281993.0,-34677281.0,-337883166.0,-121401836.0,-214208135.0,0,,,,,0,7,-207134277.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-221281993.0,-34677281.0,-337883166.0,-121401836.0,-214208135.0,,,,,,False,TSE,GOOD,False,期元大S&P原油反1,UNKNOWN,-13.38888553629941,-13.51687527174853,,11.11,1345,ETF,TWSE_T86,00673R,期元大S&P原油反1,00673R,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,27.707168158090976,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,0,-26000.0,30000.0,0.0,22000.0,5000.0,2000.0,,,,,,27.55109352896739,23257420.909038994,844156.0,83345.0,27.577971110709516,25651374.04891535,930140.0,766062.0,28.20269503709655,12137932.295455687,430382.0,74884.0,DECELERATING,NEAR_20D_COST,20987979.15698768,-16652.008063012676,4537599.037956173,-117875.18717739236,10091246.221063325,SHORT_TERM_SELL,760811.0,-601.0,164078.0,-5322.0,355498.0,0,,,,,0,2,-49815.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,760811.0,-601.0,164078.0,-5322.0,355498.0,,,,,,False,TSE,GOOD,False,期元大S&P黃金反1,UNKNOWN,0.39528910501540615,0.2974435246203777,-1.9242665865184638,27.66,1345,ETF,TWSE_T86,00674R,期元大S&P黃金反1,00674R,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,330.8557753298135,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,3,0,106000.0,174000.0,36000.0,44200.0,223000.0,140000.0,,,,,,321.48508307288455,1131428171.6650484,3519380.0,923759.0,316.3421378952182,2004743009.482126,6337262.0,1048417.0,325.40781768231795,769459651.0994267,2364601.0,671239.0,ACCELERATING,ABOVE_20D_COST,843076554.8197747,355307671.4055634,1679462494.1135023,502797562.7298643,556247215.5696266,PERSISTENT_BUY,2595621.0,1073905.0,5288845.0,1542944.0,1693362.0,0,,,,,3,0,791103.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,2595621.0,1073905.0,5288845.0,1542944.0,1693362.0,,,,,,False,TSE,GOOD,False,富邦臺灣加權正2,UNKNOWN,3.50402476514331,5.186745658972747,2.2563017600425006,332.75,1345,ETF,TWSE_T86,00675L,富邦臺灣加權正2,00675L,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,5.350400317813482,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,1,0,98000.0,-42000.0,12000.0,84000.0,-2000.0,28000.0,,,,,,5.525331580756289,30342148.41312309,5491462.0,21670773.0,5.592744943431383,68118766.53552802,12179845.0,38615269.0,5.466059525557694,19572171.759557243,3580673.0,14445589.0,ACCELERATING,BELOW_20D_COST,-87448391.873715,-29663020.64198178,-143548315.85137787,-42128666.44114183,-58437383.564797595,PERSISTENT_SELL,-16179311.0,-5544075.0,-26435424.0,-7837150.0,-10864916.0,0,,,,,0,2,-5550521.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-16179311.0,-5544075.0,-26435424.0,-7837150.0,-10864916.0,,,,,,False,TSE,GOOD,False,富邦臺灣加權反1,UNKNOWN,-3.1732318358401623,-4.340354260504675,-2.123275917780143,5.35,1345,ETF,TWSE_T86,00676R,富邦臺灣加權反1,00676R,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,43.96112828693121,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,3,21150.0,-11150.0,-50000.0,217995.0,-264000.0,5000.0,,,,,,44.137786037665244,7421239.068800959,168138.0,225245.0,43.18073725235966,12844498.922349652,297459.0,454196.0,44.593236714975845,609589.5458937198,13670.0,211740.0,REVERSING,NEAR_20D_COST,-2489942.1536870133,-2719259.5513164173,-7144576.731521895,-5781303.106543852,-8698392.299657859,PERSISTENT_SELL,-57107.0,-61856.0,-156737.0,-130785.0,-198070.0,0,,,,,0,1,-339033.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-57107.0,-61856.0,-156737.0,-130785.0,-198070.0,,,,,,False,TSE,GOOD,False,群益那斯達克生技,UNKNOWN,-0.5613920858055566,1.642544321314432,-1.5770030766564136,43.89,1345,ETF,TWSE_T86,00678,群益那斯達克生技,00678,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,6.390542213312457,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,2,0,-4253000.0,-3881000.0,155000.0,-3168000.0,-3198000.0,-4067000.0,,,,,,6.4717188482058665,201212831.99457803,31091096.0,5192166.0,6.470383223889236,437596384.9403052,67630675.0,19568858.0,6.3969439464577205,80923842.12777323,12650391.0,5192166.0,DECELERATING,NEAR_20D_COST,168225693.841894,8155935.890282237,313391658.05598944,77925550.19789432,47936703.97508921,PERSISTENT_BUY,25898930.0,1276251.0,48061817.0,12176454.0,7458225.0,0,,,,,4,0,-10982480.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,25898930.0,1276251.0,48061817.0,12176454.0,7458225.0,,,,,,False,TSE,GOOD,False,元大美債20正2,UNKNOWN,-1.571743930657088,-1.5514262512089205,-0.4212002900641387,6.37,1345,ETF,TWSE_T86,00680L,元大美債20正2,00680L,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,21.69015625,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,0,272000.0,-130000.0,0.0,26000.0,70000.0,71000.0,,,,,,21.84111111111111,131046.66666666667,6000.0,41567.0,21.898847537338987,330891.5862891921,15110.0,53809.0,21.84111111111111,131046.66666666667,6000.0,39410.0,ACCELERATING,NEAR_20D_COST,-771253.1255183081,-260281.875,-838644.6598602325,-855631.4903846154,-724584.8237179487,PERSISTENT_SELL,-35567.0,-12000.0,-38699.0,-39410.0,-33410.0,0,,,,,0,3,-31253.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-35567.0,-12000.0,-38699.0,-39410.0,-33410.0,,,,,,False,TSE,GOOD,False,元大美債20反1,UNKNOWN,-0.46293941089688984,-0.7253693924675453,-0.46293941089688984,21.74,1345,ETF,TWSE_T86,00681R,元大美債20反1,00681R,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,20.142857142857142,GOOD,0,0,,,0.0,,,False,,,,,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,-40.285714285714285,,,,UNKNOWN,,-2.0,,,,0,,,,,0,2,,UNKNOWN,2026-09-07T08:30:42.135684+00:00,,-2.0,,,,,,,,,False,TSE,UNKNOWN,False,期元大美元指數,UNKNOWN,,,,,1345,ETF,TWSE_T86,00682U,期元大美元指數,00682U,,,,,0,0,,,0.0,,,,,,,,
2026-09-07,institutional_features_v2,21.233580277656728,GOOD,0,0,,,0.0,,0.0,False,,,,,0,0,,,0.0,,0.0,-36000.0,,,,,,,,,,,,,,21.26210407430483,1379549.0986531202,64883.0,13763.0,UNKNOWN,UNKNOWN,,1017767.9698686423,,988607.5683397119,1082855.7817636884,UNKNOWN,,47932.0,,46569.0,51120.0,0,,,,,1,0,,UNKNOWN,2026-09-07T08:30:42.135684+00:00,,47932.0,,46569.0,51120.0,,,,,,False,TSE,GOOD,False,期元大美元指正2,UNKNOWN,,,-0.05692792332560037,21.25,1345,ETF,TWSE_T86,00683L,期元大美元指正2,00683L,,,,,0,0,,,0.0,,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,12.464935193142098,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,2767639.0,-27511623.0,-1896965.0,-33683539.0,18302169.0,-12371992.0,,,,,,12.130844100277459,8781240102.290827,723877088.0,224118782.0,11.994241665763044,13357232901.1695,1113637133.0,413751937.0,12.282801696827349,5985582847.417546,487314132.0,152295471.0,ACCELERATING,ABOVE_20D_COST,6144456758.476986,2318758406.966276,8579560589.607903,2968066604.582345,4164157533.6099634,PERSISTENT_BUY,499758306.0,186022500.0,699885196.0,239919376.0,335018661.0,0,,,,,2,0,170279016.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,499758306.0,186022500.0,699885196.0,239919376.0,335018661.0,,,,,,False,TSE,GOOD,False,群益臺灣加權正2,UNKNOWN,3.207986983474953,4.383422886481481,1.9311416810866566,12.52,1345,ETF,TWSE_T86,00685L,群益臺灣加權正2,00685L,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,0.9591841922074014,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,0,-23000.0,23000.0,0.0,42000.0,0.0,0.0,,,,,,0.9826986593608663,3239734.4073171015,3296773.0,33404474.0,1.0033562536710685,10498892.076544479,10463773.0,57170800.0,0.9778006870642031,2021869.8600928085,2067773.0,16497363.0,DECELERATING,BELOW_20D_COST,-29458091.95723449,-6643922.633927282,-45842818.5245403,-9411011.892071865,-13899630.740191534,PERSISTENT_SELL,-30107701.0,-6926639.0,-46707027.0,-9781084.0,-14429590.0,0,,,,,0,2,1248521.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-30107701.0,-6926639.0,-46707027.0,-9781084.0,-14429590.0,,,,,,False,TSE,GOOD,False,群益臺灣加權反1,UNKNOWN,-3.3274350228719274,-5.317777556660386,-2.8431854704125126,0.95,1345,ETF,TWSE_T86,00686R,群益臺灣加權反1,00686R,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,6.379553721125638,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,-162000.0,308000.0,-155000.0,-3242000.0,639000.0,73000.0,,,,,,6.4505021110346075,127599246.45348567,19781289.0,660980.0,6.442968235537815,191646947.08084762,29745133.0,9257875.0,6.375602780173757,46945373.94160894,7363284.0,660980.0,DECELERATING,NEAR_20D_COST,123407017.43931298,9554734.162774522,133181972.0850595,42395121.040109575,42753144.92743627,PERSISTENT_BUY,19120309.0,1497712.0,20487258.0,6642967.0,6702304.0,0,,,,,4,0,-5715701.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,19120309.0,1497712.0,20487258.0,6642967.0,6702304.0,,,,,,False,TSE,GOOD,False,國泰20年美債正2,UNKNOWN,-1.092970900885415,-0.9773171810858461,0.06896947595160796,6.38,1345,ETF,TWSE_T86,00688L,國泰20年美債正2,00688L,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,22.71980198019802,GOOD,0,0,0.0,0.0,0.0,,0.0,False,,,,,0,0,1000.0,1000.0,0.0,,0.0,1000.0,,,,,,22.62026063181909,113327.50576541365,5010.0,7468.0,,,,,22.824257425742573,23280.742574257423,1020.0,3260.0,ACCELERATING,UNKNOWN,-56016.99694922935,0.0,,-5911.958893873452,-51301.216319616025,UNKNOWN,-2458.0,0.0,,-260.0,-2240.0,0,,,,,0,0,-2022.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-2458.0,0.0,,-260.0,-2240.0,,,,,,False,TSE,GOOD,False,國泰20年美債反1,UNKNOWN,0.35251303899099806,,-0.5444095000542215,22.7,1345,ETF,TWSE_T86,00689R,國泰20年美債反1,00689R,,,,,0,0,0.0,0.0,0.0,,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,81.28123786587007,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,30292.0,4192.0,-3025.0,-15857.0,17975.0,17242.0,,,,,,79.44805403903126,103644038.34467228,1304551.0,440458.0,79.28686356886143,129015425.82552418,1627198.0,1119297.0,80.10153883246615,77231180.28994356,964166.0,177873.0,ACCELERATING,ABOVE_20D_COST,69832110.22572684,21752322.315188415,43061538.95622765,39000897.53926374,63189649.56773836,PERSISTENT_BUY,864093.0,267618.0,507901.0,485713.0,786293.0,0,,,,,3,0,708493.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,864093.0,267618.0,507901.0,485713.0,786293.0,,,,,,False,TSE,GOOD,False,兆豐藍籌30,UNKNOWN,2.2051464723201963,2.412929891566451,1.3713359113253887,81.2,1345,ETF,TWSE_T86,00690,兆豐藍籌30,00690,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,93.94887396463388,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,4,22907.0,-188699.0,-158988.0,30945.0,-268961.0,-82896.0,,,,,,92.28655085355503,173569499.38918814,1880767.0,137712.0,91.97281084354744,224434996.15037146,2440232.0,847358.0,92.61130327326832,125723733.86819923,1357542.0,65846.0,ACCELERATING,ABOVE_20D_COST,161178934.7182106,24153973.649685476,148137667.1183026,72244576.03548022,119683390.41212954,PERSISTENT_BUY,1743055.0,257097.0,1592874.0,780942.0,1291696.0,0,,,,,3,0,840337.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,1743055.0,257097.0,1592874.0,780942.0,1291696.0,,,,,,False,TSE,GOOD,False,富邦公司治理,UNKNOWN,2.181736263651257,2.5303012217505083,1.8234239958256904,94.3,1345,ETF,TWSE_T86,00692,富邦公司治理,00692,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,23.76280071092646,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,1725000.0,-31000.0,-15000.0,-918000.0,-10000.0,847000.0,,,,,,23.699420847711973,125167827.62340705,5281472.0,824786.0,23.512574414395846,144216773.45328718,6133602.0,1896194.0,23.75964236955394,111517853.5118181,4693583.0,0,REVERSING,NEAR_20D_COST,106314314.85811155,13305029.746054834,101771549.12737125,51470551.39066698,111517853.5118181,PERSISTENT_BUY,4456686.0,559910.0,4237408.0,2157303.0,4693583.0,0,,,,,6,0,4930480.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,4456686.0,559910.0,4237408.0,2157303.0,4693583.0,,,,,,False,TSE,GOOD,False,期街口S&P黃豆,UNKNOWN,0.08683398813946752,0.8821900228719981,-0.1668475010580983,23.72,1345,ETF,TWSE_T86,00693U,期街口S&P黃豆,00693U,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,17.32494401194412,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,17958.0,365958.0,-12042.0,545958.0,81958.0,191958.0,,,,,,17.3207507314481,10640985.89111441,614349.0,63912.0,17.36754811498969,16490070.11402795,949476.0,145861.0,17.268993144811233,5318798.0816224255,307997.0,63912.0,DECELERATING,NEAR_20D_COST,9533714.069423037,-1107271.8216913724,13968715.448933817,1041542.5273838519,4211526.259931054,MIXED,550437.0,-63912.0,803615.0,59328.0,244085.0,0,,,,,0,1,-62267.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,550437.0,-63912.0,803615.0,59328.0,244085.0,,,,,,False,TSE,GOOD,False,富邦恒生國企,UNKNOWN,-0.523942252014109,-0.7919834974919437,-0.22579860032516663,17.23,1345,ETF,TWSE_T86,00700,富邦恒生國企,00700,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,40.518936621528546,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,7,0,834990.0,979010.0,399000.0,380035.0,681000.0,907000.0,,,,,,38.95058410389403,122114794.18638435,3135121.0,39905.0,38.83892280745483,129364528.73137932,3330796.0,2833481.0,39.39136762758505,79347055.98780288,2014326.0,0,ACCELERATING,ABOVE_20D_COST,120607116.20597464,641819.9560850122,21451895.636944097,38630591.841111615,79347055.98780288,PERSISTENT_BUY,3095216.0,15840.0,497315.0,969950.0,2014326.0,0,,,,,7,0,933436.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,3095216.0,15840.0,497315.0,969950.0,2014326.0,,,,,,False,TSE,GOOD,False,國泰股利精選30,UNKNOWN,4.491372687607731,4.791783752014767,3.322129824958253,40.7,1345,ETF,TWSE_T86,00701,國泰股利精選30,00701,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,24.791347870736153,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,0,2000.0,-2000.0,0.0,-1880.0,0.0,0.0,,,,,,25.08797766115097,591474.1613392952,23576.0,19127.0,25.123527779867032,1426865.6367297682,56794.0,25127.0,24.929866558947424,280286.4897222459,11243.0,15218.0,REVERSING,NEAR_20D_COST,114100.04782200507,-139971.95007817633,798129.425411544,102806.10669249104,-98051.7422946151,MIXED,4449.0,-5646.0,31667.0,4090.0,-3975.0,0,,,,,0,2,-12399.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,4449.0,-5646.0,31667.0,4090.0,-3975.0,,,,,,False,TSE,GOOD,False,國泰標普低波高息,UNKNOWN,-1.1478711637921468,-1.287748212360107,-0.5209276136330265,24.8,1345,ETF,TWSE_T86,00702,國泰標普低波高息,00702,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,19.34123889971843,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.600586054187904,2633279.9346219823,134347.0,26802.0,19.63542991232425,5410150.0037427,275530.0,46685.0,19.58990433983678,236802.76365994703,12088.0,22317.0,REVERSING,NEAR_20D_COST,2113125.9192299233,-246716.84340480829,4496721.771672652,-14857.77328708518,-195447.75031470938,SHORT_TERM_SELL,107545.0,-12756.0,228845.0,-923.0,-10229.0,0,,,,,0,1,-128003.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,107545.0,-12756.0,228845.0,-923.0,-10229.0,,,,,,False,TSE,GOOD,False,台新MSCI中國,UNKNOWN,-1.5845753454986289,-1.759217464892071,-1.5309127325696892,19.29,1345,ETF,TWSE_T86,00703,台新MSCI中國,00703,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,19.645146931219557,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,104000.0,114000.0,-90000.0,123000.0,105000.0,109000.0,,,,,,19.47838825351814,84716925.50648487,4349278.0,1244466.0,19.375093304262172,111495776.30305396,5754593.0,1627914.0,19.537053748317394,76522947.0290008,3916811.0,545551.0,REVERSING,NEAR_20D_COST,61273895.30918046,11877416.544321481,80758440.25476258,76522947.0290008,66297842.009198755,PERSISTENT_BUY,3104812.0,604598.0,4126679.0,3916811.0,3371260.0,0,,,,,3,0,3637708.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,3104812.0,604598.0,4126679.0,3916811.0,3371260.0,,,,,,False,TSE,GOOD,False,期元大S&P日圓正2,UNKNOWN,0.9323756366189873,1.4704790901582498,0.6292978115658654,19.66,1345,ETF,TWSE_T86,00706L,期元大S&P日圓正2,00706L,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,81.08978079606734,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,2,-23260.0,19260.0,-162000.0,158260.0,-208000.0,-2000.0,,,,,,87.41752108525596,150580264.18771788,1722541.0,17290438.0,83.49670881303662,634978025.5925188,7604827.0,23308777.0,83.70845823509258,72017232.70723014,860334.0,7978967.0,DECELERATING,BELOW_20D_COST,-1275500333.6712315,-74749046.47649966,-1307217136.48222,-75785104.40240952,-564963059.0451797,PERSISTENT_SELL,-15567897.0,-921806.0,-15703950.0,-957783.0,-7118633.0,0,,,,,0,1,1330631.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-15567897.0,-921806.0,-15703950.0,-957783.0,-7118633.0,,,,,,False,TSE,GOOD,False,期元大S&P黃金正2,UNKNOWN,-7.055245914878938,-2.690775295188441,-2.9369292983369433,81.25,1345,ETF,TWSE_T86,00708L,期元大S&P黃金正2,00708L,,,,,0,0,0.0,0.0,0.0,-37000.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,40.81785063752277,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,1,0,2041.0,-41.0,1000.0,-4019.0,1000.0,1000.0,,,,,,40.87985956024463,6367038.126508102,155750.0,15809.0,41.18950831079821,46806562.748650074,1136371.0,15809.0,40.51648340306136,2519598.5533861765,62187.0,6000.0,DECELERATING,NEAR_20D_COST,5721207.456511499,-244907.1038251366,46160732.07865347,-82571.29677504385,2274691.44956104,SHORT_TERM_SELL,139941.0,-6000.0,1120562.0,-2000.0,56187.0,0,,,,,0,1,-27567.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,139941.0,-6000.0,1120562.0,-2000.0,56187.0,,,,,,False,TSE,GOOD,False,富邦歐洲,UNKNOWN,-0.48889492868755546,-1.2369856589539263,0.4035804275311028,40.68,1345,ETF,TWSE_T86,00709,富邦歐洲,00709,,,,,0,0,-12000.0,172000.0,0.0,372000.0,10000.0,80000.0,,,,,
2026-09-07,institutional_features_v2,19.064388020520315,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,0,31000.0,-29000.0,0.0,-494519.0,-3000.0,1000.0,,,,,,19.08448622258744,107025.79873627037,5608.0,461266.0,19.155429325089468,1927859.8735649793,100643.0,528205.0,,,0,308066.0,ACCELERATING,NEAR_20D_COST,-8693444.635817885,-2801816.8498237887,-8153439.922172016,-4920718.04077131,-5877044.554239214,PERSISTENT_SELL,-455658.0,-146966.0,-427562.0,-257921.0,-308066.0,0,,,,,0,5,-160474.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-455658.0,-146966.0,-427562.0,-257921.0,-308066.0,,,,,,False,TSE,GOOD,False,復華彭博非投等債,UNKNOWN,-0.07590575097743413,-0.44597969400547166,,19.07,1345,ETF,TWSE_T86,00710B,復華彭博非投等債,00710B,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,15.501368020561763,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,5,-2400.0,-16400.0,-1000.0,-6400.0,-3400.0,-9400.0,,,,,,15.621140549870065,412663.6699059175,26417.0,21498.0,15.656745624842987,521181.74835977337,33288.0,34546.0,15.538795289066996,169062.09274504893,10880.0,17633.0,REVERSING,NEAR_20D_COST,78603.66661939754,-128831.86961888881,-17614.237481673434,-53158.58902651617,-104605.01689101785,SHORT_TERM_SELL,4919.0,-8311.0,-1258.0,-3438.0,-6753.0,0,,,,,0,1,-18425.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,4919.0,-8311.0,-1258.0,-3438.0,-6753.0,,,,,,False,TSE,GOOD,False,復華彭博新興債,UNKNOWN,-0.7754910691913142,-1.0011379669749187,-0.24966728980780895,15.5,1345,ETF,TWSE_T86,00711B,復華彭博新興債,00711B,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,8.680091211023445,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,2,17686839.0,-42180399.0,-193000.0,-39336819.0,-199000.0,-12246780.0,,,,,,,,0,294524424.0,8.91265166995537,212044808.5339913,23791439.0,308651602.0,,,0,169287171.0,ACCELERATING,BELOW_20D_COST,-2559001674.6259084,-115885831.8966658,-2472034621.6576667,-496737718.42955637,-1463338582.9523194,PERSISTENT_SELL,-294524424.0,-13350762.0,-284860163.0,-57380058.0,-169287171.0,0,,,,,0,12,-44049918.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-294524424.0,-13350762.0,-284860163.0,-57380058.0,-169287171.0,,,,,,False,TSE,GOOD,False,復華富時不動產,UNKNOWN,,-2.49815294258533,,8.69,1345,ETF,TWSE_T86,00712,復華富時不動產,00712,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-09-07,institutional_features_v2,63.40546187377705,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,,,,,0,1,-103865.0,146551.0,-1049656.0,3127416.0,-2066325.0,21343.0,,,,,,61.883562194739135,1016882389.9772083,16432189.0,1361523.0,61.38337563306712,2234708502.6706653,36405761.0,6160282.0,62.411298877446974,312405373.5479598,5005590.0,951945.0,DECELERATING,ABOVE_20D_COST,931299641.5389339,-60358512.4034327,1856902880.1031423,-19843562.191242468,252046861.1445271,SHORT_TERM_SELL,15070666.0,-951945.0,30245479.0,-311656.0,4053645.0,0,,,,,0,1,-6963376.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,15070666.0,-951945.0,30245479.0,-311656.0,4053645.0,,,,,,False,TSE,GOOD,False,元大台灣高息低波,UNKNOWN,2.531266381097308,3.36674929591132,1.664283777513842,63.45,1345,ETF,TWSE_T86,00713,元大台灣高息低波,00713,,,,,2,0,-2215000.0,6215000.0,1000000.0,6260000.0,2000000.0,2000000.0,,,,,
