as_of,calculation_version,daily_avg_price,data_quality,dealer_consecutive_buy_days,dealer_consecutive_sell_days,dealer_flow_acceleration,dealer_net_10d,dealer_net_1d,dealer_net_20d,dealer_net_5d,duplicate_stock_id,foreign_buy_rank_10d,foreign_buy_rank_1d,foreign_buy_rank_20d,foreign_buy_rank_5d,foreign_consecutive_buy_days,foreign_consecutive_sell_days,foreign_flow_acceleration,foreign_net_10d,foreign_net_1d,foreign_net_20d,foreign_net_3d,foreign_net_5d,foreign_net_pct_volume,foreign_sell_rank_10d,foreign_sell_rank_1d,foreign_sell_rank_20d,foreign_sell_rank_5d,inst_10d_avg_buy_cost,inst_10d_buy_amount,inst_10d_buy_shares,inst_10d_sell_shares,inst_20d_avg_buy_cost,inst_20d_buy_amount,inst_20d_buy_shares,inst_20d_sell_shares,inst_5d_avg_buy_cost,inst_5d_buy_amount,inst_5d_buy_shares,inst_5d_sell_shares,inst_acceleration,inst_cost_position,inst_flow_amount_10d,inst_flow_amount_1d,inst_flow_amount_20d,inst_flow_amount_3d,inst_flow_amount_5d,inst_flow_trend,inst_net_10d_shares,inst_net_1d_shares,inst_net_20d_shares,inst_net_3d_shares,inst_net_5d_shares,institutional_age_days,institutional_buy_rank_10d,institutional_buy_rank_1d,institutional_buy_rank_20d,institutional_buy_rank_5d,institutional_consecutive_buy_days,institutional_consecutive_sell_days,institutional_flow_acceleration,institutional_flow_grade,institutional_generated_at,institutional_net_10d,institutional_net_1d,institutional_net_20d,institutional_net_3d,institutional_net_5d,institutional_net_pct_volume,institutional_sell_rank_10d,institutional_sell_rank_1d,institutional_sell_rank_20d,institutional_sell_rank_5d,institutional_stale,market,market_data_quality,mixed_snapshot,name,price_response_to_flow,price_vs_inst_10d_cost_pct,price_vs_inst_20d_cost_pct,price_vs_inst_5d_cost_pct,reference_close,row_count,security_type,source,stock_id,stock_name,symbol,trust_buy_rank_10d,trust_buy_rank_1d,trust_buy_rank_20d,trust_buy_rank_5d,trust_consecutive_buy_days,trust_consecutive_sell_days,trust_flow_acceleration,trust_net_10d,trust_net_1d,trust_net_20d,trust_net_3d,trust_net_5d,trust_net_pct_volume,trust_sell_rank_10d,trust_sell_rank_1d,trust_sell_rank_20d,trust_sell_rank_5d
2026-09-07,institutional_features_v2,725.6221657797465,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,864,116,393,868,1,0,-449461.0,-889239.0,159066.0,150745.0,-798398.0,-669350.0,,195,973,646,199,742.0696806959925,777841891.7236235,1048206.0,1936378.0,736.8774689328399,1145221065.8518488,1554154.0,2555351.0,756.479321913497,323066598.0923095,427066.0,1103145.0,ACCELERATING,BELOW_20D_COST,-642056781.9544001,90625854.77289566,-715246654.65354,-633635060.8291705,-483341806.48808056,MIXED,-888172.0,124894.0,-1001197.0,-871556.0,-676079.0,0,869,142,830,879,1,0,-463986.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-888172.0,124894.0,-1001197.0,-871556.0,-676079.0,,190,947,209,188,False,TSE,GOOD,False,辛耘,UNKNOWN,-2.704554736311149,-2.0189881710436453,-4.557867071142452,722.0,1345,ordinary_stock,TWSE_T86,3583,辛耘,3583,967,1063,989,982,0,2,-77000.0,-77000.0,-58000.0,-1104990.0,-77000.0,-77000.0,,92,26,50,85
2026-09-07,institutional_features_v2,53.441394202627656,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,540,647,679,590,0,1,-72610.0,-2302.0,-40846.0,-206951.0,-47466.0,-37456.0,,519,442,360,477,53.6478585806295,5080023.024716969,94692.0,107564.0,54.39612568221065,8077824.6638082815,148500.0,372828.0,53.234565090121016,1445052.269371335,27145.0,66271.0,REVERSING,BELOW_20D_COST,-596169.7475968204,-2167476.0660701725,-12180901.889170367,-2523730.989175698,-2092185.7735971839,PERSISTENT_SELL,-12872.0,-40558.0,-224328.0,-47201.0,-39126.0,0,562,663,687,606,0,1,-65380.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-12872.0,-40558.0,-224328.0,-47201.0,-39126.0,,497,426,352,461,False,TSE,GOOD,False,通嘉,UNKNOWN,-0.8348116634634972,-2.1989170500828936,-0.0649297877469257,53.2,1345,ordinary_stock,TWSE_T86,3588,通嘉,3588,562,585,540,561,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,557,581,556,576
2026-09-07,institutional_features_v2,23.782174952043572,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,142,963,209,131,0,1,-263705.0,1240609.0,-715364.0,1255234.0,236472.0,488452.0,,917,126,830,936,23.40019527590801,44746953.21576927,1912247.0,726321.0,23.080755125618854,51238122.341117576,2219950.0,943713.0,24.119891987204564,29160129.33620275,1208966.0,726321.0,DECELERATING,ABOVE_20D_COST,27476078.123909578,-17155604.85210596,29491157.19555761,6167405.439768971,11889254.244343055,MIXED,1185926.0,-721364.0,1276237.0,230665.0,482645.0,0,152,970,217,149,0,1,-220636.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,1185926.0,-721364.0,1276237.0,230665.0,482645.0,,907,119,822,918,False,TSE,GOOD,False,艾笛森,UNKNOWN,0.8538592167121939,2.249687549454582,-2.1554490686789274,23.6,1345,ordinary_stock,TWSE_T86,3591,艾笛森,3591,563,586,541,562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,558,582,557,577
2026-09-07,institutional_features_v2,222.3060849641643,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,696,636,815,328,0,3,287509.0,-192901.0,-36380.0,-902076.0,-102380.0,47304.0,,363,453,224,739,226.52076377503988,43718733.92934647,193001.0,402787.0,226.29767656680173,75155721.36460052,332110.0,1205631.0,226.19158099140634,33316210.347386222,147292.0,104918.0,REVERSING,BELOW_20D_COST,-45209327.58468064,-8087495.370996297,-201348439.53870574,-23403603.574730992,9912606.77265523,SHORT_TERM_SELL,-209786.0,-36380.0,-873521.0,-104918.0,42374.0,0,712,653,813,355,0,3,294534.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-209786.0,-36380.0,-873521.0,-104918.0,42374.0,,347,436,226,712,False,TSE,GOOD,False,瑞鼎,UNKNOWN,-2.2164695595084827,-2.1200732767512442,-2.0741625178280154,221.5,1345,ordinary_stock,TWSE_T86,3592,瑞鼎,3592,928,962,172,919,0,4,1210.0,-10180.0,-1000.0,42820.0,-3093.0,-4485.0,,131,124,867,148
2026-09-07,institutional_features_v2,159.62164730728617,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,1001,726,1002,974,0,20,885839.0,-4959923.0,-87000.0,-13562472.0,-1335500.0,-2037042.0,,58,362,37,93,,,0,4928681.0,,,0,13574676.0,,,0,2010475.0,DECELERATING,UNKNOWN,-787074875.279322,-13502714.38901795,-2219323481.5136585,-212066048.8993742,-321233114.9814394,PERSISTENT_SELL,-4928681.0,-84592.0,-13574676.0,-1330448.0,-2010475.0,0,1005,741,1005,985,0,20,907731.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-4928681.0,-84592.0,-13574676.0,-1330448.0,-2010475.0,,54,348,34,82,False,TSE,GOOD,False,智易,UNKNOWN,,,,159.5,1345,ordinary_stock,TWSE_T86,3596,智易,3596,564,587,812,563,0,0,0.0,0.0,0.0,-913.0,0.0,0.0,,559,583,227,578
2026-09-07,institutional_features_v2,121.9729886729477,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,1041,1038,950,1001,0,1,7017985.0,-12789317.0,-1959592.0,-5255099.0,8528.0,-2885666.0,,18,51,89,66,119.19367750475945,256838774.67461067,2154802.0,13523652.0,123.90508765491157,1638607612.709909,13224700.0,16459143.0,119.19367750475945,256838774.67461067,2154802.0,5006071.0,DECELERATING,BELOW_20D_COST,-1385721963.042497,-220317857.87212664,-337348807.2248979,36520916.80248402,-371468089.4235735,MIXED,-11368850.0,-1806284.0,-3234443.0,348518.0,-2851269.0,0,1039,1038,929,1011,0,1,5666312.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-11368850.0,-1806284.0,-3234443.0,348518.0,-2851269.0,,20,51,110,56,False,TSE,GOOD,False,宏致,UNKNOWN,1.0959662648116542,-2.748141920043745,1.0959662648116542,120.5,1345,ordinary_stock,TWSE_T86,3605,宏致,3605,60,125,67,165,1,0,-1253000.0,1267000.0,7000.0,2395000.0,7000.0,7000.0,,999,963,972,902
2026-09-07,institutional_features_v2,13.713096725818545,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,721,602,684,690,0,4,-19000.0,-251000.0,-26000.0,-211002.0,-166000.0,-135000.0,,338,488,355,377,14.084444365778406,1492951.102772511,106000.0,351000.0,14.05501203733374,3991623.418602782,284000.0,498002.0,13.909423914115445,570286.3804787332,41000.0,171000.0,ACCELERATING,BELOW_20D_COST,-3402257.4211510406,-356540.51487128215,-2977117.754132211,-2278395.5112892403,-1777006.2110945876,PERSISTENT_SELL,-245000.0,-26000.0,-214002.0,-166000.0,-130000.0,0,729,617,683,695,0,4,-15000.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-245000.0,-26000.0,-214002.0,-166000.0,-130000.0,,330,475,356,372,False,TSE,GOOD,False,谷崧,UNKNOWN,-2.7295671436816327,-2.525875014484058,-1.5056260806238009,13.7,1345,ordinary_stock,TWSE_T86,3607,谷崧,3607,565,588,542,564,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,560,584,558,579
2026-09-07,institutional_features_v2,250.77984408989295,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,394,698,282,672,0,1,-284724.0,56786.0,-68228.0,545760.0,-82280.0,-113969.0,,665,391,757,395,248.48026956167777,103380713.11167516,416052.0,435967.0,250.46392286671767,505096066.3377833,2016642.0,889436.0,245.46655959921165,25655428.409630805,104517.0,235216.0,REVERSING,NEAR_20D_COST,-4798216.649406445,-16694915.780752353,281075600.5434577,-20562047.056608465,-32692259.610618558,SHORT_TERM_SELL,-19915.0,-66572.0,1127206.0,-82654.0,-130699.0,0,571,714,226,697,0,1,-241483.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-19915.0,-66572.0,1127206.0,-82654.0,-130699.0,,488,375,813,370,False,TSE,GOOD,False,碩天,UNKNOWN,0.007940444670739844,-0.7841140728929497,1.2357856018111901,248.5,1345,ordinary_stock,TWSE_T86,3617,碩天,3617,944,988,112,950,0,1,-2000.0,-26000.0,-2000.0,577000.0,-2000.0,-14000.0,,115,98,927,117
2026-09-07,institutional_features_v2,53.02961153115572,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,883,689,887,875,0,7,-352211.0,-1074361.0,-62000.0,-1971090.0,-469000.0,-713286.0,,176,400,152,192,53.33709761918622,6322952.911461668,118547.0,982502.0,54.08462320141101,20625279.227104492,381352.0,2056847.0,,,0,630529.0,ACCELERATING,NEAR_20D_COST,-45867959.312469505,-3128747.0803381875,-85445973.56526098,-24758802.741732948,-33475882.50167013,PERSISTENT_SELL,-863955.0,-59000.0,-1675495.0,-466783.0,-630529.0,0,866,703,874,870,0,7,-397103.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-863955.0,-59000.0,-1675495.0,-466783.0,-630529.0,,193,386,165,197,False,TSE,GOOD,False,洋華,UNKNOWN,0.3054204073436262,-1.080941618533382,,53.5,1345,ordinary_stock,TWSE_T86,3622,洋華,3622,566,589,543,565,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,561,585,559,580
2026-09-07,institutional_features_v2,71.87494240635472,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,1028,570,973,935,0,10,4709066.0,-7337232.0,-17146.0,-7668026.0,-582801.0,-1314083.0,,31,519,66,132,,,0,7365657.0,68.7703453186897,37666618.45657145,547716.0,8225129.0,,,0,1343304.0,DECELERATING,ABOVE_20D_COST,-542290285.1629354,-1257236.4925719567,-563209042.9768128,-43161563.60592216,-97774740.03068925,PERSISTENT_SELL,-7365657.0,-17492.0,-7677413.0,-604543.0,-1343304.0,0,1026,590,980,948,0,10,4679049.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-7365657.0,-17492.0,-7677413.0,-604543.0,-1343304.0,,33,499,59,119,False,TSE,GOOD,False,達邁,UNKNOWN,,4.405466727367036,,71.8,1345,ordinary_stock,TWSE_T86,3645,達邁,3645,567,590,544,566,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,562,586,560,581
2026-09-07,institutional_features_v2,32.93975897141076,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,628,708,411,600,0,1,-25000.0,-67000.0,-75000.0,133531.0,-96000.0,-46000.0,,431,381,628,466,32.79925245428841,3106581.196207926,94715.0,146000.0,36.421962450202116,25460554.319039088,699044.0,521798.0,32.61178714902222,2184989.738984489,67000.0,89000.0,DECELERATING,BELOW_20D_COST,-1696839.5420052842,-1482289.1537134843,7442042.783463251,-2264470.8989844704,-728777.7048669959,SHORT_TERM_SELL,-51285.0,-45000.0,177246.0,-69000.0,-22000.0,0,617,670,395,574,0,1,7285.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-51285.0,-45000.0,177246.0,-69000.0,-22000.0,,442,419,644,494,False,TSE,GOOD,False,精聯,UNKNOWN,-1.2172608349682257,-11.04268463211212,-0.6494190215778239,32.4,1345,ordinary_stock,TWSE_T86,3652,精聯,3652,568,591,545,567,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,563,587,561,582
2026-09-07,institutional_features_v2,5706.746871848318,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,219,789,170,157,0,1,271229.0,382069.0,-135007.0,1883479.0,49387.0,326649.0,,840,300,869,910,5596.24784092284,4283882952.2437067,765492.0,538029.0,5301.330385637569,17443126407.77486,3290330.0,606204.0,5749.878676425279,1517582728.7049532,263933.0,297634.0,REVERSING,ABOVE_20D_COST,1215118160.5459146,-873018136.4553556,14010307116.077068,-154298178.17321384,-211525775.34489632,SHORT_TERM_SELL,227463.0,-152980.0,2684126.0,-28434.0,-33701.0,0,274,811,158,596,0,1,-294865.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,227463.0,-152980.0,2684126.0,-28434.0,-33701.0,,785,278,881,471,False,TSE,GOOD,False,健策,UNKNOWN,1.0498491265438892,6.671336978366749,-1.6500987545056467,5655.0,1345,ordinary_stock,TWSE_T86,3653,健策,3653,979,1048,103,1018,0,2,-532032.0,-168756.0,-21000.0,738049.0,-35346.0,-350394.0,,80,41,936,49
2026-09-07,institutional_features_v2,4081.4131378410766,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,316,863,184,633,0,1,-276862.0,130488.0,-257986.0,1676298.0,-175449.0,-73187.0,,743,226,855,434,4077.1973233294448,6468616255.368481,1586535.0,709751.0,4109.661872856228,13782712751.50161,3353734.0,2054844.0,4234.4144268325945,2840178429.4104137,670737.0,438761.0,DECELERATING,NEAR_20D_COST,3599811951.373397,-1043380617.3839685,5858321012.276939,-736025442.9736229,1036429418.3257962,SHORT_TERM_SELL,876784.0,-255642.0,1298890.0,-184315.0,231976.0,0,174,868,214,200,0,1,-412832.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,876784.0,-255642.0,1298890.0,-184315.0,231976.0,,885,221,825,867,False,TSE,GOOD,False,世芯-KY,UNKNOWN,-0.912325805685299,-1.6950755320367161,-4.591294267293044,4040.0,1345,ordinary_stock,TWSE_T86,3661,世芯-KY,3661,88,1011,983,100,0,1,37492.0,389422.0,-4000.0,-783670.0,31000.0,213457.0,,971,81,56,967
2026-09-07,institutional_features_v2,2083.672323032411,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,988,942,958,1006,0,5,-2428657.0,-3853161.0,-615935.0,-5797340.0,-1623290.0,-3140909.0,,71,147,81,61,2197.487430951512,1439242195.414262,654949.0,3457049.0,2199.274265336898,1506909737.4948626,685185.0,8485704.0,2281.558464001437,704123165.3678036,308615.0,2569230.0,ACCELERATING,BELOW_20D_COST,-5841294242.069019,-1294741889.7242644,-16608857210.253431,-2787762025.1898637,-4808686606.15947,PERSISTENT_SELL,-2802100.0,-621375.0,-7800519.0,-1324878.0,-2260615.0,0,971,951,981,996,0,1,-1719130.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-2802100.0,-621375.0,-7800519.0,-1324878.0,-2260615.0,,88,138,58,71,False,TSE,GOOD,False,貿聯-KY,UNKNOWN,-5.801508994129268,-5.878042014786877,-9.272541876064933,2070.0,1345,ordinary_stock,TWSE_T86,3665,貿聯-KY,3665,62,139,1005,64,2,0,572977.0,1186751.0,2990.0,-2040992.0,328990.0,879864.0,,997,950,34,1003
2026-09-07,institutional_features_v2,33.275634445090915,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,778,890,751,814,0,1,-439441.0,-399577.0,-361509.0,-499826.0,-445509.0,-419509.0,,281,199,288,253,36.32768669905717,9296255.02628873,255900.0,657577.0,37.384615641160586,19342426.286580075,517390.0,1019316.0,35.4737766986904,1131613.476688224,31900.0,451509.0,REVERSING,BELOW_20D_COST,-13294732.623806715,-12029441.332610372,-17031403.84950929,-15022669.148544654,-14063004.994644886,PERSISTENT_SELL,-401677.0,-361509.0,-501926.0,-446609.0,-419609.0,0,788,897,753,825,0,1,-437541.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-401677.0,-361509.0,-501926.0,-446609.0,-419609.0,,271,192,286,242,False,TSE,GOOD,False,圓展,UNKNOWN,-9.022558265848069,-11.594650812427144,-6.832587122813694,33.05,1345,ordinary_stock,TWSE_T86,3669,圓展,3669,569,592,546,568,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,564,588,562,583
2026-09-07,institutional_features_v2,65.98640830664264,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,73,79,300,106,3,0,-2776919.0,4560745.0,343883.0,448483.0,690268.0,891913.0,,986,1010,739,961,66.42101381672583,363118302.433921,5466919.0,817577.0,65.56596170937758,462789603.9421599,7058382.0,6794923.0,67.19873407822274,58232541.38763364,866572.0,212389.0,DECELERATING,NEAR_20D_COST,307724882.4526352,21694219.48615829,28596804.83862266,28335628.196456052,44014920.921923205,PERSISTENT_BUY,4649342.0,328768.0,263459.0,427436.0,654183.0,0,80,97,363,129,1,0,-3340976.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,4649342.0,328768.0,263459.0,427436.0,654183.0,,979,992,676,938,False,TSE,GOOD,False,TPK-KY,UNKNOWN,-0.9349658805862027,0.35695090031593324,-2.081488732502823,65.8,1345,ordinary_stock,TWSE_T86,3673,TPK-KY,3673,570,593,547,569,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,565,589,563,584
2026-09-07,institutional_features_v2,107.18447936517855,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,446,324,391,399,3,0,19818.0,27818.0,12000.0,153106.0,27000.0,23818.0,,613,764,648,668,107.1670938162354,4221847.660890593,39395.0,11773.0,109.14103906879997,18029990.513126686,165199.0,11773.0,106.87307741475057,3418762.873420456,31989.0,4773.0,ACCELERATING,NEAR_20D_COST,2950920.788280892,1730064.6814333468,16759063.640516985,3418762.873420456,2904241.731432303,PERSISTENT_BUY,27622.0,16141.0,153426.0,31989.0,27216.0,0,454,313,411,399,3,0,26810.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,27622.0,16141.0,153426.0,31989.0,27216.0,,605,776,628,668,False,TSE,GOOD,False,新至陞,UNKNOWN,0.7772032945045915,-1.04547205939709,1.054449457720863,108.0,1345,ordinary_stock,TWSE_T86,3679,新至陞,3679,181,142,205,174,3,0,2774.0,2774.0,2141.0,2290.0,3989.0,2774.0,,878,947,834,893
2026-09-07,institutional_features_v2,14.255350164381863,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,548,289,628,431,1,0,32000.0,-6000.0,16000.0,-87002.0,-6000.0,13000.0,,510,800,411,633,14.454492047302544,549270.6977974967,38000.0,43000.0,14.459379775740032,1229032.821558127,84999.0,171001.0,14.456322546263591,505971.2891192257,35000.0,22000.0,REVERSING,NEAR_20D_COST,-66535.3064241253,228085.60263010982,-1240001.8346179707,-85430.49574330618,192455.1907458097,MIXED,-5000.0,16000.0,-86002.0,-6000.0,13000.0,0,553,319,631,448,1,0,31000.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-5000.0,16000.0,-86002.0,-6000.0,13000.0,,505,772,408,618,False,TSE,GOOD,False,達能,UNKNOWN,-0.37699039941505585,-0.4106661327179406,-0.38960493640997074,14.4,1345,ordinary_stock,TWSE_T86,3686,達能,3686,571,594,548,570,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,566,590,564,585
2026-09-07,institutional_features_v2,50.51421640577621,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,715,679,858,764,0,4,-284967.0,-233265.0,-56630.0,-1406053.0,-371567.0,-259116.0,,344,410,181,303,50.77892425105768,17139867.312777758,337539.0,572804.0,51.34263292138847,21776412.984644786,424139.0,1848570.0,50.94152391871865,9570842.572324941,187879.0,448995.0,REVERSING,NEAR_20D_COST,-11983031.071906626,-2860620.0750591066,-74482865.95344892,-19138492.04773841,-13196643.16592143,PERSISTENT_SELL,-235265.0,-56630.0,-1424431.0,-378567.0,-261116.0,0,724,699,861,769,0,4,-286967.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-235265.0,-56630.0,-1424431.0,-378567.0,-261116.0,,335,390,178,298,False,TSE,GOOD,False,海華,UNKNOWN,-0.5492913746629302,-1.6411953837245585,-0.8667269542684597,50.5,1345,ordinary_stock,TWSE_T86,3694,海華,3694,572,595,549,571,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,567,591,565,586
2026-09-07,institutional_features_v2,41.070315724917144,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,709,881,305,856,0,1,-980291.0,-227403.0,-320912.0,413443.0,-859997.0,-603847.0,,350,208,734,211,42.10716906461983,43573593.33446428,1034826.0,1257165.0,41.49411211423614,77612579.01584876,1870448.0,1431466.0,42.81420700374707,22068497.371667422,515448.0,1122655.0,REVERSING,NEAR_20D_COST,-8876702.898739647,-13110548.3263395,18060886.056874976,-36833154.133961886,-24833927.04332578,SHORT_TERM_SELL,-222339.0,-319222.0,438982.0,-882208.0,-607207.0,0,720,887,315,866,0,1,-992075.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-222339.0,-319222.0,438982.0,-882208.0,-607207.0,,339,202,724,201,False,TSE,GOOD,False,大眾控,UNKNOWN,-2.629407507592618,-1.1908005474989158,-4.237394852573805,41.0,1345,ordinary_stock,TWSE_T86,3701,大眾控,3701,573,596,550,572,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,568,592,566,587
2026-09-07,institutional_features_v2,105.2313132314177,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,1025,758,1027,71,0,1,11044046.0,-7232264.0,-109218.0,-29767955.0,528772.0,1905891.0,,34,331,12,996,105.81102434179346,475619073.0620208,4494986.0,9880070.0,108.7419814940856,826340104.151891,7599090.0,40135155.0,102.26196479518127,245812300.13838178,2403751.0,168074.0,REVERSING,BELOW_20D_COST,-557000019.5537513,46826145.45565594,-3608909841.0653,104486147.1427059,228533589.6456429,SHORT_TERM_BUY,-5385084.0,444983.0,-32536065.0,1003559.0,2235677.0,0,1013,80,1029,78,2,0,9856438.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-5385084.0,444983.0,-32536065.0,1003559.0,2235677.0,,46,1009,10,989,False,TSE,GOOD,False,大聯大,UNKNOWN,-0.7664837826100834,-3.4411562514051974,2.677471736732895,105.0,1345,ordinary_stock,TWSE_T86,3702,大聯大,3702,30,35,977,62,2,0,-2844000.0,4684000.0,473000.0,-632474.0,355000.0,920000.0,,1029,1054,62,1005
2026-09-07,institutional_features_v2,19.81383056928169,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,942,927,986,101,0,1,4041653.0,-2045995.0,-515000.0,-9636595.0,442455.0,997829.0,,117,162,53,966,19.73700413448944,32069158.00581767,1624824.0,3718936.0,19.72429478048489,57804925.60124892,2930646.0,12773519.0,19.73700413448944,32069158.00581767,1624824.0,597995.0,REVERSING,NEAR_20D_COST,-40699770.073474616,-9847473.792933,-194673392.89140978,9215254.650394361,20244834.224937826,MIXED,-2094112.0,-497000.0,-9842873.0,463455.0,1026829.0,0,949,930,996,107,0,1,4147770.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-2094112.0,-497000.0,-9842873.0,463455.0,1026829.0,,110,159,43,960,False,TSE,GOOD,False,欣陸,UNKNOWN,0.06584517803212009,0.13032262902774594,0.06584517803212009,19.75,1345,ordinary_stock,TWSE_T86,3703,欣陸,3703,912,989,873,933,0,2,-8000.0,-6000.0,-2000.0,-10000.0,-5000.0,-7000.0,,151,99,167,136
2026-09-07,institutional_features_v2,39.8183190890503,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,1000,947,1014,989,0,1,-125578.0,-4856602.0,-645000.0,-18398049.0,-2154000.0,-2491090.0,,59,142,25,78,40.67914760118681,32249167.16464527,792769.0,5608572.0,42.15111579913608,70834865.79821658,1680498.0,20111579.0,40.54662321468215,29194663.473397944,720027.0,3184740.0,ACCELERATING,BELOW_20D_COST,-200389368.11809334,-25360287.427816134,-791365119.9677707,-87930469.5897919,-101703828.83915442,PERSISTENT_SELL,-4815803.0,-636900.0,-18431081.0,-2135021.0,-2464713.0,0,1004,956,1014,1002,0,1,-113623.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,-4815803.0,-636900.0,-18431081.0,-2135021.0,-2464713.0,,55,133,25,65,False,TSE,GOOD,False,合勤控,UNKNOWN,-2.4070012744275004,-5.815067413200747,-2.0880239772361087,39.7,1345,ordinary_stock,TWSE_T86,3704,合勤控,3704,574,597,551,573,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,569,593,567,588
2026-09-07,institutional_features_v2,56.21636678502189,GOOD,0,0,0.0,0.0,0.0,0.0,0.0,False,293,702,355,381,0,1,-115700.0,175064.0,-72002.0,241858.0,-18767.0,29682.0,,766,387,684,686,55.837057283383096,14736181.135886766,263914.0,88850.0,55.43616119244358,28837114.946052454,520186.0,261328.0,55.82814551562733,5788485.439642304,103684.0,72002.0,DECELERATING,NEAR_20D_COST,9747026.451699346,-4047690.841255146,14391957.182298243,-1076706.7608627344,1740794.5983871575,SHORT_TERM_SELL,175064.0,-72002.0,258858.0,-18767.0,31682.0,0,303,722,364,389,0,1,-111700.0,UNKNOWN,2026-09-07T08:30:42.135684+00:00,175064.0,-72002.0,258858.0,-18767.0,31682.0,,756,367,675,678,False,TSE,GOOD,False,永信,UNKNOWN,1.008188368093732,1.738646375982822,1.0243121620663542,56.4,1345,ordinary_stock,TWSE_T86,3705,永信,3705,575,598,552,574,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,570,594,568,589
