as_of,calculation_version,component_reconciliation_pass_10d,component_reconciliation_pass_1d,component_reconciliation_pass_20d,component_reconciliation_pass_5d,daily_avg_price,data_quality,dealer_consecutive_buy_days,dealer_consecutive_sell_days,dealer_flow_acceleration,dealer_net_10d,dealer_net_1d,dealer_net_20d,dealer_net_5d,duplicate_stock_id,flow_price_alignment_20d,flow_price_alignment_5d,flow_price_divergence_20d,flow_price_divergence_5d,foreign_buy_rank_10d,foreign_buy_rank_1d,foreign_buy_rank_20d,foreign_buy_rank_5d,foreign_consecutive_buy_days,foreign_consecutive_sell_days,foreign_flow_acceleration,foreign_net_10d,foreign_net_1d,foreign_net_20d,foreign_net_3d,foreign_net_5d,foreign_net_pct_volume,foreign_sell_rank_10d,foreign_sell_rank_1d,foreign_sell_rank_20d,foreign_sell_rank_5d,inst_10d_avg_buy_cost,inst_10d_buy_amount,inst_10d_buy_shares,inst_10d_cost_estimate_definition,inst_10d_sell_shares,inst_20d_avg_buy_cost,inst_20d_buy_amount,inst_20d_buy_shares,inst_20d_cost_estimate_definition,inst_20d_sell_shares,inst_5d_avg_buy_cost,inst_5d_buy_amount,inst_5d_buy_shares,inst_5d_cost_estimate_definition,inst_5d_sell_shares,inst_acceleration,inst_cost_position,inst_flow_amount_10d,inst_flow_amount_1d,inst_flow_amount_20d,inst_flow_amount_3d,inst_flow_amount_5d,inst_flow_amount_percentile_20d,inst_flow_amount_percentile_5d,inst_flow_amount_rank_20d,inst_flow_amount_rank_5d,inst_flow_trend,inst_net_10d_shares,inst_net_1d_shares,inst_net_20d_shares,inst_net_3d_shares,inst_net_5d_shares,inst_net_pct_turnover_20d,inst_net_pct_turnover_5d,inst_net_pct_volume_20d,inst_net_pct_volume_5d,institutional_age_days,institutional_buy_rank_10d,institutional_buy_rank_1d,institutional_buy_rank_20d,institutional_buy_rank_5d,institutional_component_reconciliation_10d,institutional_component_reconciliation_1d,institutional_component_reconciliation_20d,institutional_component_reconciliation_5d,institutional_consecutive_buy_days,institutional_consecutive_sell_days,institutional_flow_acceleration,institutional_flow_grade,institutional_generated_at,institutional_net_10d,institutional_net_1d,institutional_net_20d,institutional_net_3d,institutional_net_5d,institutional_net_pct_volume,institutional_sell_rank_10d,institutional_sell_rank_1d,institutional_sell_rank_20d,institutional_sell_rank_5d,institutional_stale,market,market_data_quality,mixed_snapshot,name,price_response_to_flow,price_return_20d,price_return_5d,price_vs_inst_10d_cost_pct,price_vs_inst_20d_cost_pct,price_vs_inst_5d_cost_pct,rank_universe,rank_universe_count,reference_close,row_count,security_type,security_type_source,source,stock_id,stock_name,symbol,trust_buy_rank_10d,trust_buy_rank_1d,trust_buy_rank_20d,trust_buy_rank_5d,trust_consecutive_buy_days,trust_consecutive_sell_days,trust_flow_acceleration,trust_net_10d,trust_net_1d,trust_net_20d,trust_net_3d,trust_net_5d,trust_net_pct_volume,trust_sell_rank_10d,trust_sell_rank_1d,trust_sell_rank_20d,trust_sell_rank_5d
2026-09-15,institutional_features_v2,False,True,False,True,39.99764750762971,GOOD,0,7,26733.0,-90859.0,-9327.0,509245.0,-32063.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,,,,,0,0,-1034.0,1366.0,0.0,-675.0,120.0,166.0,0.0,,,,,40.45558770689758,989745.9532492493,24465.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,39958.0,41.00439283958655,33530440.14792943,817728.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,49767.0,,,0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,31897.0,REVERSING,BELOW_20D_COST,-614947.4333324322,-373058.0583036623,31524823.19517628,-1029712.7285707169,-1276153.372466737,,,,,SHORT_TERM_SELL,-15493.0,-9327.0,767961.0,-25753.0,-31897.0,60.1558848464621,-38.93882403831708,59.94015046678422,-38.98864455880016,0,,,,,-6000.0,0.0,7391.0,0.0,0,7,-48301.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-15493.0,-9327.0,767961.0,-25753.0,-31897.0,-59.30188199389623,,,,,False,TSE,GOOD,False,富邦歐洲,UNKNOWN,-2.560351133869776,-0.8436724565756726,-1.2250167034727921,-2.5470267141189606,,TSE_COMMONSTOCK,1082,39.96,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00709,富邦歐洲,00709,,,,,0,0,-80000.0,80000.0,0.0,252000.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,19.061108562274978,GOOD,0,2,273748.0,-380410.0,-35011.0,-464564.0,-53331.0,False,UNKNOWN,SELL_WITH_PRICE_UP,UNKNOWN,FLOW_PRICE_DIVERGENCE,,,,,1,0,19000.0,-7000.0,5000.0,-132000.0,5000.0,6000.0,1.9440275585346698,,,,,19.021681796933887,498995.7785789666,26233.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,460827.0,19.03274323404532,606021.577315237,31841.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,674146.0,19.021681796933887,498995.7785789666,26233.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,73564.0,DECELERATING,NEAR_20D_COST,-8286138.512216567,-572042.9290624344,-12249713.318107445,-1174241.493396514,-903069.1135204288,,,,,PERSISTENT_SELL,-434594.0,-30011.0,-642305.0,-61589.0,-47331.0,-14.439887261693194,-4.74828004232654,-14.440881653590608,-4.738501892157059,0,,,,,-47184.0,0.0,-45741.0,0.0,0,2,339932.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-434594.0,-30011.0,-642305.0,-61589.0,-47331.0,-11.668442211836796,,,,,False,TSE,GOOD,False,復華彭博非投等債,UNKNOWN,0.0,0.15756302521008347,0.25401646175104986,0.1957508988406742,0.25401646175104986,TSE_COMMONSTOCK,1082,19.07,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00710B,復華彭博非投等債,00710B,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,15.318358213626263,GOOD,0,5,-16077.0,-4187.0,-1707.0,10665.0,-10132.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,,,,,1,0,6400.0,-4400.0,1000.0,-17400.0,1000.0,1000.0,0.7823991487497262,,,,,15.538795289066996,169062.09274504893,10880.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,23213.0,15.627728264077762,443499.3004062628,28379.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,34708.0,,,0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,9132.0,ACCELERATING,NEAR_20D_COST,-189707.89541165778,-10830.079257033769,-94412.7715974636,-72574.74173253728,-140265.1166869959,,,,,PERSISTENT_SELL,-12333.0,-707.0,-6329.0,-4740.0,-9132.0,-0.28052953006595976,-1.679776895622978,-0.29211492776974934,-1.6787165869772622,0,,,,,-3746.0,0.0,406.0,0.0,0,7,-5931.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-12333.0,-707.0,-6329.0,-4740.0,-9132.0,-0.5531561981660563,,,,,False,TSE,GOOD,False,復華彭博新興債,UNKNOWN,-1.8565941101152283,-0.7766990291262044,-1.343703196951851,-1.9051282377498646,,TSE_COMMONSTOCK,1082,15.33,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00711B,復華彭博新興債,00711B,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,8.29416939557638,GOOD,0,8,-236493439.0,-433565629.0,-51874675.0,-551210914.0,-335029534.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,,,,,0,3,973081.0,-37664479.0,-39699.0,-67523900.0,-12334499.0,-18345699.0,-0.06705488311870557,,,,,,,0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,502466424.0,8.923264146048643,107475335.91087584,12044397.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,685964648.0,,,0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,353375233.0,ACCELERATING,BELOW_20D_COST,-4262890127.4332147,-430586612.02130616,-5758922884.791924,-1977818755.8332756,-2975322246.2555976,,,,,PERSISTENT_SELL,-502466424.0,-51914374.0,-673920251.0,-236922704.0,-353375233.0,-78.04976776021859,-85.81057908884617,-78.29653731276142,-85.83921877843478,0,,,,,-31236316.0,0.0,-55185437.0,0.0,0,18,-204284042.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-502466424.0,-51914374.0,-673920251.0,-236922704.0,-353375233.0,-87.68765663494716,,,,,False,TSE,GOOD,False,復華富時不動產,UNKNOWN,-6.115515288788231,-3.6046511627907063,,-7.09677687092859,,TSE_COMMONSTOCK,1082,8.29,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00712,復華富時不動產,00712,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,64.1868489738248,GOOD,0,1,-1826576.0,-733266.0,-549538.0,19642329.0,-1279921.0,False,BUY_WITH_PRICE_UP,SELL_WITH_PRICE_UP,NONE,FLOW_PRICE_DIVERGENCE,,,,,0,2,-234992.0,-2639282.0,-151988.0,769944.0,-845803.0,-1437137.0,-6.235410244439175,,,,,63.12867876510768,281230120.298994,4454871.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,4636169.0,61.62764953298126,2115789062.651149,34331815.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,5045747.0,63.78250840094783,66790874.19218694,1047166.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,3684224.0,REVERSING,ABOVE_20D_COST,-14203462.378717352,-41177532.47478192,1795131243.9385958,-16355264.700051434,-168284196.08209175,,,,,SHORT_TERM_SELL,-181298.0,-641526.0,29286068.0,-249636.0,-2637058.0,28.871774949233814,-13.035458792562698,29.391170826876913,-13.039804251970551,0,,,,,1111250.0,0.0,2533795.0,0.0,0,2,-5092818.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-181298.0,-641526.0,29286068.0,-249636.0,-2637058.0,-26.31903697972265,,,,,False,TSE,GOOD,False,元大台灣高息低波,UNKNOWN,5.58751027115858,0.9426551453260101,1.776246955943095,4.2551524954969056,0.7329463998396513,TSE_COMMONSTOCK,1082,64.25,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00713,元大台灣高息低波,00713,,,,,2,0,-1920000.0,2080000.0,60000.0,6340000.0,120000.0,80000.0,2.4615404812639845,,,,
2026-09-15,institutional_features_v2,False,True,False,True,21.254143605692345,GOOD,1,0,-924191.0,-936999.0,11717.0,-675115.0,-930595.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,,,,,0,1,1794000.0,1868000.0,-1000.0,1436000.0,1456000.0,1831000.0,-0.7369685535518199,,,,,21.296602956854205,19844536.677447014,931817.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,33992.0,21.31220055855933,20194183.829457864,947541.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,220671.0,21.285126872699163,19165234.66181269,900405.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,0,REVERSING,NEAR_20D_COST,19112768.302435797,227780.65702220486,15350337.554321336,18785164.378113598,19165234.66181269,,,,,PERSISTENT_BUY,897825.0,10717.0,726870.0,882514.0,900405.0,15.143936602069482,33.311947773993396,15.457370114134921,33.281031691468364,0,,,,,-33176.0,0.0,-34015.0,0.0,7,0,902985.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,897825.0,10717.0,726870.0,882514.0,900405.0,7.898091988414854,,,,,False,TSE,GOOD,False,群益道瓊美國地產,UNKNOWN,-3.319690768531136,-0.4215456674473095,-0.17187227901256374,-0.24493274833772283,-0.11804896841554058,TSE_COMMONSTOCK,1082,21.26,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00714,群益道瓊美國地產,00714,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,70.59928122426224,GOOD,8,0,2994085.0,15008579.0,111688.0,25686976.0,9001332.0,False,BUY_WITH_PRICE_UP,BUY_WITH_PRICE_UP,NONE,NONE,,,,,3,0,-6337988.0,7443986.0,125000.0,10498986.0,740000.0,552999.0,3.2548531813846355,,,,,62.70166707046462,1419396071.7642264,22637294.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,0,58.36076973920664,2203669808.2390795,37759437.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,2378820.0,69.55814757797003,664581565.706774,9554331.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,0,DECELERATING,ABOVE_20D_COST,1419396071.7642264,16710002.67440818,2092739670.580922,538932529.2699356,664581565.706774,,,,,PERSISTENT_BUY,22637294.0,236688.0,35380617.0,7540896.0,9554331.0,28.64821087653167,25.998831331725448,27.831808189166154,25.75668560843425,0,,,,,184729.0,0.0,-805345.0,0.0,11,0,-3528632.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,22637294.0,236688.0,35380617.0,7540896.0,9554331.0,6.163077518364533,,,,,False,TSE,GOOD,False,期街口布蘭特正2,UNKNOWN,39.453125,17.627677100494243,13.87257043701904,22.342457645882696,2.64793196219808,TSE_COMMONSTOCK,1082,71.4,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00715L,期街口布蘭特正2,00715L,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,14.547628156082633,GOOD,0,1,-60000.0,164000.0,-130000.0,62515.0,52000.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,,,,,1,0,624000.0,708000.0,404000.0,938000.0,422000.0,666000.0,91.99548220206215,,,,,14.56250711173675,14693569.67574238,1009000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,26000.0,14.590150768376738,16873728.215889223,1156515.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,36000.0,14.530430630288494,10432849.192547139,718000.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,0,ACCELERATING,NEAR_20D_COST,14312780.912142798,3986050.1147666415,16345319.512288218,6510506.998091266,10432849.192547139,,,,,PERSISTENT_BUY,983000.0,274000.0,1120515.0,448000.0,718000.0,52.94172417926213,68.4353893975968,53.08955265602931,68.43420070664507,0,,,,,111000.0,0.0,120000.0,0.0,5,0,453000.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,983000.0,274000.0,1120515.0,448000.0,718000.0,62.39297555288375,,,,,False,TSE,GOOD,False,富邦美國特別股,UNKNOWN,-1.22282608695653,-0.20590253946466408,-0.1545551982502391,-0.34373029568300906,0.06585744053282383,TSE_COMMONSTOCK,1082,14.54,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00717,富邦美國特別股,00717,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,67.08308904454799,GOOD,2,0,230585.0,-133683.0,11859.0,-624044.0,48451.0,False,SELL_WITH_PRICE_UP,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,,,,,0,6,-71200.0,-274800.0,-37000.0,-61800.0,-153000.0,-173000.0,-38.05762129581058,,,,,69.59763128980183,2409887.581040678,34626.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,393451.0,68.55540179569046,6178487.031434807,90124.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,659269.0,70.23991552126908,789496.6504590645,11240.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,135789.0,DECELERATING,BELOW_20D_COST,-24832587.53950715,-1686535.941668981,-39016412.31739793,-6740604.369671926,-8457331.674221873,,,,,PERSISTENT_SELL,-358825.0,-25141.0,-569145.0,-99701.0,-124549.0,-8.731053478481861,-19.98874149802019,-8.776362472274377,-20.150299304319688,0,,,,,49658.0,0.0,116699.0,0.0,0,4,109727.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-358825.0,-25141.0,-569145.0,-99701.0,-124549.0,-25.859639378323614,,,,,False,TSE,GOOD,False,第一金工業30,UNKNOWN,0.7541478129713397,-4.707560627674745,-4.019721990469183,-2.5605594157582567,-4.897379923851785,TSE_COMMONSTOCK,1082,66.8,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00728,第一金工業30,00728,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,28.07287828401304,GOOD,1,0,185510.0,-38614.0,81489.0,273960.0,73448.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,,,,,0,3,-95965.0,-139965.0,-123965.0,-218915.0,-140965.0,-117965.0,-67.47092216338015,,,,,28.69475063712023,4763271.216260684,165998.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,411952.0,28.836528437976057,14495027.05768992,502662.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,428610.0,28.690387217815683,3036877.48700579,105850.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,150367.0,DECELERATING,BELOW_20D_COST,-6986882.060744832,-1192423.577991738,2266629.9452797757,-4228919.368521327,-1192041.8815155365,,,,,SHORT_TERM_SELL,-245954.0,-42476.0,74052.0,-150367.0,-44517.0,4.151957788705538,-7.3984430642500945,3.8906588880108943,-7.819754114342628,0,,,,,-67375.0,0.0,19007.0,0.0,0,3,156920.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-245954.0,-42476.0,74052.0,-150367.0,-44517.0,-23.118580968916515,,,,,False,TSE,GOOD,False,富邦臺灣優質高息,UNKNOWN,-2.2538141470180295,-1.7427675148135258,-1.7590347569261366,-2.242046712962209,-1.7440936367180138,TSE_COMMONSTOCK,1082,28.19,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00730,富邦臺灣優質高息,00730,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,97.6899392096197,GOOD,0,1,241029.0,215927.0,-21212.0,290100.0,228478.0,False,BUY_WITH_PRICE_UP,BUY_WITH_PRICE_UP,NONE,NONE,,,,,1,0,-192000.0,-132000.0,15000.0,147000.0,-182000.0,-162000.0,2.633898626509663,,,,,97.22712321571433,15438889.34966971,158792.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,58013.0,93.9661725879132,52915828.53263968,563137.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,60588.0,97.06144832819248,7055396.678976311,72690.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,6212.0,ACCELERATING,ABOVE_20D_COST,9791059.345726425,-606849.9023701575,47033225.34351054,3854079.2040972332,6448546.776606154,,,,,MIXED,100779.0,-6212.0,502549.0,39718.0,66478.0,3.8766082346207624,1.9259172078273539,3.9340278152876524,1.9299999767742715,0,,,,,16852.0,0.0,65449.0,0.0,0,1,32177.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,100779.0,-6212.0,502549.0,39718.0,66478.0,-1.090785217858535,,,,,False,TSE,GOOD,False,復華富時高息低波,UNKNOWN,8.19037078029885,0.6176016469377155,0.5377890109178551,4.026797418556871,0.7093976894712473,TSE_COMMONSTOCK,1082,97.75,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00731,復華富時高息低波,00731,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,65.9378531968398,GOOD,2,0,470302.0,39782.0,130612.0,737491.0,255042.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,,,,,0,1,-674999.0,751145.0,-109000.0,882420.0,-60000.0,38073.0,-43.1657525295527,,,,,67.45612153832468,64905065.93398832,962182.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,64936.0,67.42646864453484,122805647.85694471,1821327.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,86468.0,67.19233146565934,19695080.237556737,293115.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,0,DECELERATING,BELOW_20D_COST,60604193.964221925,1425048.8832901018,117079457.57673344,6695790.875051702,19695080.237556737,,,,,PERSISTENT_BUY,897246.0,21612.0,1734859.0,101567.0,293115.0,29.677853939504935,28.22369289553967,29.360721977059544,27.973179188103565,0,,,,,106319.0,0.0,114948.0,0.0,8,0,-311016.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,897246.0,21612.0,1734859.0,101567.0,293115.0,8.55869948319902,,,,,False,TSE,GOOD,False,富邦臺灣中小,UNKNOWN,-0.15278838808251427,-3.542435424354251,-3.122209653171515,-3.0796046215645134,-2.7418775706583687,TSE_COMMONSTOCK,1082,65.35,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00733,富邦臺灣中小,00733,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,101.79171881867845,GOOD,5,0,124375.0,2665543.0,59130.0,5562351.0,1394959.0,False,BUY_WITH_PRICE_UP,BUY_WITH_PRICE_DOWN,NONE,FLOW_PRICE_DIVERGENCE,,,,,0,1,-1852942.0,804694.0,-2900.0,2044604.0,-453024.0,-524124.0,-0.3034933126818344,,,,,104.82489511852162,438875839.28726065,4186752.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,304764.0,103.81156208178434,952919548.0485647,9179320.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,526992.0,105.30818401395352,96849935.98213679,919681.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,48846.0,DECELERATING,BELOW_20D_COST,406194607.8421072,5723748.349174289,898205002.4205306,30947481.894785795,91766420.91121718,,,,,PERSISTENT_BUY,3881988.0,56230.0,8652328.0,303576.0,870835.0,24.237950522781833,14.313334163833968,24.071436820284852,14.208711182351234,0,,,,,411751.0,0.0,1045373.0,0.0,2,0,-2140318.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,3881988.0,56230.0,8652328.0,303576.0,870835.0,5.884630680034326,,,,,False,TSE,GOOD,False,國泰臺韓科技,UNKNOWN,2.177215189873416,-5.74497898178421,-3.7442394901362697,-2.804660698093109,-4.185984266303011,TSE_COMMONSTOCK,1082,100.9,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00735,國泰臺韓科技,00735,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,31.2975474226905,GOOD,0,0,-18000.0,4000.0,0.0,26000.0,-7000.0,False,BUY_WITH_PRICE_UP,SELL_WITH_PRICE_DOWN,NONE,NONE,,,,,0,0,1031.0,1031.0,0.0,1031.0,0.0,1031.0,0.0,,,,,31.833163208068573,414817.9497643416,13031.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,7000.0,31.739734139831203,1143614.360792258,36031.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,10000.0,31.58070943454063,979.0019924707595,31.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,6000.0,REVERSING,NEAR_20D_COST,194241.51407919268,0.0,828786.4719331766,-156893.79390240877,-187661.57040360608,,,,,MIXED,6031.0,0.0,26031.0,-5000.0,-5969.0,1.2807548589672817,-1.619283955655203,1.272263760497117,-1.621019756942087,0,,,,,1000.0,0.0,-1000.0,0.0,0,0,-17969.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,6031.0,0.0,26031.0,-5000.0,-5969.0,0.0,,,,,False,TSE,GOOD,False,國泰新興市場,UNKNOWN,0.3195909236177741,-1.4752040175768921,-1.3921431721125588,-1.1018811256906846,-0.6038795136503294,TSE_COMMONSTOCK,1082,31.39,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00736,國泰新興市場,00736,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-09-15,institutional_features_v2,False,True,False,True,39.81051276632533,GOOD,0,1,-48592.0,58052.0,-18659.0,316957.0,4730.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_UP,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,,,,,2,0,17000.0,-29000.0,10000.0,70100.0,35000.0,-6000.0,19.211926764135175,,,,,39.961175437326524,8382416.004435361,209764.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,131059.0,40.91447960082248,28269245.96299428,690935.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,201970.0,39.157749293841576,2428681.084451936,62023.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,63293.0,REVERSING,BELOW_20D_COST,3153736.703989715,-344719.230043611,20151545.579742543,223694.75039637554,-69241.70025562518,,,,,MIXED,78705.0,-8659.0,488965.0,5823.0,-1270.0,23.91966493356273,-0.4847222114692595,23.542318058780083,-0.35002811249407434,0,,,,,49653.0,0.0,101908.0,0.0,0,1,-81245.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,78705.0,-8659.0,488965.0,5823.0,-1270.0,-16.63560738506465,,,,,False,TSE,GOOD,False,國泰AI機器人,UNKNOWN,-1.5869080089263576,0.30326004548899554,-0.678597249352253,-2.99277813812856,1.3592474433716584,TSE_COMMONSTOCK,1082,39.69,1329,ETF,TWSE_ISIN_C_PUBLIC,TWSE_T86,00737,國泰AI機器人,00737,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
