as_of,calculation_version,component_reconciliation_pass_10d,component_reconciliation_pass_1d,component_reconciliation_pass_20d,component_reconciliation_pass_5d,daily_avg_price,data_quality,dealer_consecutive_buy_days,dealer_consecutive_sell_days,dealer_flow_acceleration,dealer_net_10d,dealer_net_1d,dealer_net_20d,dealer_net_5d,duplicate_stock_id,flow_price_alignment_20d,flow_price_alignment_5d,flow_price_divergence_20d,flow_price_divergence_5d,foreign_buy_rank_10d,foreign_buy_rank_1d,foreign_buy_rank_20d,foreign_buy_rank_5d,foreign_consecutive_buy_days,foreign_consecutive_sell_days,foreign_flow_acceleration,foreign_net_10d,foreign_net_1d,foreign_net_20d,foreign_net_3d,foreign_net_5d,foreign_net_pct_volume,foreign_sell_rank_10d,foreign_sell_rank_1d,foreign_sell_rank_20d,foreign_sell_rank_5d,inst_10d_avg_buy_cost,inst_10d_buy_amount,inst_10d_buy_shares,inst_10d_cost_estimate_definition,inst_10d_sell_shares,inst_20d_avg_buy_cost,inst_20d_buy_amount,inst_20d_buy_shares,inst_20d_cost_estimate_definition,inst_20d_sell_shares,inst_5d_avg_buy_cost,inst_5d_buy_amount,inst_5d_buy_shares,inst_5d_cost_estimate_definition,inst_5d_sell_shares,inst_acceleration,inst_cost_position,inst_flow_amount_10d,inst_flow_amount_1d,inst_flow_amount_20d,inst_flow_amount_3d,inst_flow_amount_5d,inst_flow_amount_percentile_20d,inst_flow_amount_percentile_5d,inst_flow_amount_rank_20d,inst_flow_amount_rank_5d,inst_flow_trend,inst_net_10d_shares,inst_net_1d_shares,inst_net_20d_shares,inst_net_3d_shares,inst_net_5d_shares,inst_net_pct_turnover_20d,inst_net_pct_turnover_5d,inst_net_pct_volume_20d,inst_net_pct_volume_5d,institutional_age_days,institutional_buy_rank_10d,institutional_buy_rank_1d,institutional_buy_rank_20d,institutional_buy_rank_5d,institutional_component_reconciliation_10d,institutional_component_reconciliation_1d,institutional_component_reconciliation_20d,institutional_component_reconciliation_5d,institutional_consecutive_buy_days,institutional_consecutive_sell_days,institutional_flow_acceleration,institutional_flow_grade,institutional_generated_at,institutional_net_10d,institutional_net_1d,institutional_net_20d,institutional_net_3d,institutional_net_5d,institutional_net_pct_volume,institutional_sell_rank_10d,institutional_sell_rank_1d,institutional_sell_rank_20d,institutional_sell_rank_5d,institutional_stale,market,market_data_quality,mixed_snapshot,name,price_response_to_flow,price_return_20d,price_return_5d,price_vs_inst_10d_cost_pct,price_vs_inst_20d_cost_pct,price_vs_inst_5d_cost_pct,rank_universe,rank_universe_count,reference_close,row_count,security_type,security_type_source,source,stock_id,stock_name,symbol,trust_buy_rank_10d,trust_buy_rank_1d,trust_buy_rank_20d,trust_buy_rank_5d,trust_consecutive_buy_days,trust_consecutive_sell_days,trust_flow_acceleration,trust_net_10d,trust_net_1d,trust_net_20d,trust_net_3d,trust_net_5d,trust_net_pct_volume,trust_sell_rank_10d,trust_sell_rank_1d,trust_sell_rank_20d,trust_sell_rank_5d
2026-09-15,institutional_features_v2,False,True,False,True,37.52502980191723,GOOD,0,6,-48167.0,2479.0,-1200.0,37203.0,-22844.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,113,400,133,808,0,1,-1354862.0,702666.0,-6359.0,1800356.0,-595023.0,-326098.0,-1.2109290200215566,931,683,901,251,38.723680700135496,54560736.738154106,1408976.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,764226.0,38.783944614258466,112041114.75073442,2888853.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1194863.0,39.065747000368596,11562718.862916097,295981.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,702923.0,REVERSING,BELOW_20D_COST,25365546.629763987,-2197428.220170471,66151214.1982327,-24951058.676733613,-15281588.00009443,83.81782945736434,25.922421948912017,168,784,SHORT_TERM_SELL,644750.0,-58559.0,1693990.0,-653440.0,-406942.0,11.901233028090877,-10.840091045950812,11.768439374151534,-11.064628817161266,0,126,682,149,824,605.0,0.0,-79569.0,0.0,0,1,-1458634.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,644750.0,-58559.0,1693990.0,-653440.0,-406942.0,-11.15124901453724,918,401,885,235,False,TSE,GOOD,False,皇昌,UNKNOWN,-1.9685039370078705,-5.203045685279184,-3.547391867970573,-3.6972634643545055,-4.391947248192663,TSE_COMMONSTOCK,1082,37.35,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2543,皇昌,2543,926,1016,917,963,0,1,-55000.0,-61000.0,-51000.0,-64000.0,-51000.0,-58000.0,-9.711806891193486,117,67,117,96
2026-09-15,institutional_features_v2,True,True,False,True,33.15434064637886,GOOD,2,0,-81407.0,-5355.0,4493.0,-8577.0,-43381.0,False,BUY_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,NONE,193,601,202,619,0,2,-383447.0,235701.0,-31000.0,673101.0,-105000.0,-73873.0,-36.565227648030195,851,481,832,440,34.738727072076514,12628256.803968327,363521.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,133175.0,34.53386348586779,33318513.22820965,964807.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,302283.0,34.584231104610275,171088.19127450703,4947.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,122201.0,REVERSING,BELOW_20D_COST,8180017.515588273,-878822.1075135645,23028305.522343747,-3906922.6477482053,-3900920.0193011444,78.58527131782945,38.978240302743615,222,646,SHORT_TERM_SELL,230346.0,-26507.0,662524.0,-117381.0,-117254.0,15.735641183778293,-14.601982336671062,15.564288991477657,-14.842973658259945,0,208,570,205,653,0.0,0.0,-2000.0,0.0,0,4,-464854.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,230346.0,-26507.0,662524.0,-117381.0,-117254.0,-31.26562868601085,836,513,829,406,False,TSE,GOOD,False,皇翔,UNKNOWN,-1.1922503725782407,-4.190751445086716,-4.573360068088272,-4.00726517736455,-4.147066621987394,TSE_COMMONSTOCK,1082,33.15,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2545,皇翔,2545,449,451,470,450,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455,452,430,458
2026-09-15,institutional_features_v2,False,True,False,True,104.74369617795483,GOOD,0,1,3978.0,1682.0,-4000.0,-66627.0,2830.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_UP,NONE,FLOW_PRICE_DIVERGENCE,622,697,614,634,0,2,38960.0,-202196.0,-61796.0,-199892.0,-69395.0,-81618.0,-25.8580144111272,422,386,420,425,102.78157984230968,1480157.5313091017,14401.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,299915.0,109.06247514522094,20623823.112436425,189101.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,621620.0,102.78157984230968,1480157.5313091017,14401.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,93189.0,DECELERATING,BELOW_20D_COST,-30277689.4723643,-6891716.233724716,-46233285.38453915,-7056875.208395966,-8230291.737701388,25.872093023255815,32.16650898770104,766,718,PERSISTENT_SELL,-285514.0,-65796.0,-432519.0,-67395.0,-78788.0,-8.408632650342646,-11.838671947890903,-8.522818968498482,-11.709141060165617,0,654,700,689,612,-3000.0,0.0,-3000.0,0.0,0,2,127938.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-285514.0,-65796.0,-432519.0,-67395.0,-78788.0,-27.531780636198544,390,383,345,447,False,TSE,GOOD,False,根基,UNKNOWN,-4.95495495495496,1.4423076923076872,2.644851501466494,-3.2664535996247746,2.644851501466494,TSE_COMMONSTOCK,1082,105.5,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2546,根基,2546,937,452,942,451,0,0,82000.0,-82000.0,0.0,-163000.0,0.0,0.0,0.0,106,453,92,459
2026-09-15,institutional_features_v2,True,True,False,True,9.656206169159537,GOOD,2,0,-21077.0,-30271.0,25598.0,-241922.0,-25674.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,885,976,854,963,0,4,-1782729.0,-1817917.0,-716000.0,-2024735.0,-2077000.0,-1800323.0,-31.830498151741676,159,107,180,96,9.996700950992539,14805384.019345626,1481027.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,3190443.0,10.067328840707832,30388614.664172538,3018538.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,5162034.0,10.005901498343318,5377561.695368134,537439.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,2234180.0,ACCELERATING,BELOW_20D_COST,-16597726.548212098,-6292206.032566245,-20749543.942452613,-19539850.47744984,-16490524.232731609,32.36434108527132,24.78713339640492,699,796,PERSISTENT_SELL,-1709416.0,-651623.0,-2143496.0,-2000688.0,-1696741.0,-8.402160360116577,-19.553823481865347,-8.653149239510496,-19.768131145279614,0,874,968,865,963,0.0,0.0,-28611.0,0.0,0,4,-1684066.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-1709416.0,-651623.0,-2143496.0,-2000688.0,-1696741.0,-28.968554046274253,170,115,169,96,False,TSE,GOOD,False,日勝生,UNKNOWN,-4.059405940594063,-3.5820895522388208,-3.0680216653083736,-3.7480531993956623,-3.157151790826873,TSE_COMMONSTOCK,1082,9.69,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2547,日勝生,2547,119,73,151,93,1,0,119740.0,138772.0,38779.0,151772.0,77551.0,129256.0,1.7239593405396512,925,1010,883,966
2026-09-15,institutional_features_v2,False,True,False,True,91.96947813307355,GOOD,1,0,18753.0,39105.0,32784.0,-82772.0,28929.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,807,994,889,936,0,2,-1625258.0,-1008202.0,-948717.0,-2930818.0,-1411657.0,-1316730.0,-58.905191474143216,237,89,145,123,94.43594792855559,76426446.04289247,809294.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1799775.0,95.57344698486439,179918160.83037102,1882512.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,4746557.0,94.97506293061154,33780255.50784526,355675.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1654876.0,REVERSING,BELOW_20D_COST,-90558764.72376311,-85819755.03874932,-264823483.02603847,-128699448.95042914,-119596753.58853582,13.372093023255813,11.920529801324504,895,932,PERSISTENT_SELL,-990481.0,-933133.0,-2864045.0,-1393405.0,-1299201.0,-14.481604943397262,-27.393444929958903,-14.812204216333189,-27.787239567013888,0,808,997,897,940,-10684.0,0.0,-10955.0,0.0,0,2,-1607921.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-990481.0,-933133.0,-2864045.0,-1393405.0,-1299201.0,-57.93759154293818,236,86,137,119,False,TSE,GOOD,False,華固,UNKNOWN,-2.4494142705005495,-4.184100418410042,-3.0030385576275465,-4.1574800430643215,-3.5536306336299672,TSE_COMMONSTOCK,1082,91.6,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2548,華固,2548,881,979,147,915,0,1,-12100.0,-10700.0,-17200.0,160500.0,-13000.0,-11400.0,-1.0679362690404655,163,104,887,144
2026-09-15,institutional_features_v2,True,True,False,True,168.25531619179986,GOOD,4,0,-7454.0,39244.0,2951.0,38213.0,15895.0,False,BUY_WITH_PRICE_UP,BUY_WITH_PRICE_DOWN,NONE,FLOW_PRICE_DIVERGENCE,101,371,146,132,0,1,73955.0,826073.0,-4400.0,1602502.0,18598.0,450014.0,-3.822098679638638,943,712,888,927,171.1646353123696,160147281.2312183,935633.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,37120.0,170.84415280240646,300630697.115033,1759678.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,37120.0,172.30839863252726,85855244.2446362,498265.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,0,ACCELERATING,NEAR_20D_COST,153861172.50953186,4272002.478109798,294344588.39334655,10398287.12581058,85855244.2446362,90.40697674418605,91.2961210974456,100,93,PERSISTENT_BUY,898513.0,25390.0,1722558.0,61603.0,498265.0,43.374814918074016,46.519983395486065,43.235682129418045,46.22853325663602,0,103,166,148,125,0.0,0.0,-2353.0,0.0,8,0,98017.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,898513.0,25390.0,1722558.0,61603.0,498265.0,22.055246699096596,941,917,886,934,False,TSE,GOOD,False,潤弘,UNKNOWN,2.108433734939763,-3.1428571428571472,-0.9725346064224594,-0.7867713236642482,-1.6298675252136574,TSE_COMMONSTOCK,1082,169.5,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2597,潤弘,2597,156,86,170,141,3,0,31516.0,33196.0,26839.0,84196.0,32356.0,32356.0,23.313933287004865,888,997,864,918
2026-09-15,institutional_features_v2,True,True,False,True,6.2578501634453145,GOOD,0,0,0.0,0.0,0.0,6469.0,0.0,False,SELL_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,NONE,FLOW_PRICE_DIVERGENCE,90,903,880,144,0,1,-282479.0,1097943.0,-321667.0,-2684763.0,108565.0,407732.0,-15.878877691960621,954,180,154,915,6.7519106965753934,17922771.39438127,2654474.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1556531.0,6.941409416555431,33694371.8044053,4854111.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,7533405.0,6.724159268757574,9750804.21801439,1450115.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,1042383.0,DECELERATING,BELOW_20D_COST,7570849.522868706,-2012943.888524964,-18518587.237677936,777895.8454928522,2903680.331510864,34.689922480620154,75.30747398297068,675,262,MIXED,1097943.0,-321667.0,-2679294.0,108565.0,407732.0,-2.767943205041132,3.735355375553779,-2.826365571821778,3.453991020328153,0,93,900,889,149,0.0,0.0,-1000.0,0.0,0,1,-282479.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,1097943.0,-321667.0,-2679294.0,108565.0,407732.0,-15.878877691960621,951,183,145,910,False,TSE,GOOD,False,益航,UNKNOWN,-9.97109826589595,-9.051094890510935,-7.729822268533693,-10.248774764080359,-7.349011958321439,TSE_COMMONSTOCK,1082,6.23,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2601,益航,2601,450,453,471,452,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,454,431,460
2026-09-15,institutional_features_v2,False,True,False,True,233.68480388622697,GOOD,0,2,1023091.0,-1091967.0,-100757.0,-2960860.0,-34438.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_DOWN,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,1009,1040,19,992,0,2,5081054.0,-12120784.0,-2746255.0,47797905.0,-3773358.0,-3519865.0,-39.44155881086556,35,43,1015,67,234.613095708024,2835541851.572432,12086034.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,12800536.0,242.5622740413799,16038825178.112513,66122505.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,14494809.0,233.05640038664097,1697138148.8043551,7282092.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,2427900.0,REVERSING,BELOW_20D_COST,-136041342.9638995,-329778799.46189016,12676385184.177504,680670035.127451,1132549661.0277936,99.8062015503876,97.918637653737,3,23,MIXED,-714502.0,-1411212.0,51627696.0,2907194.0,4854192.0,17.351105536447125,11.06524781526163,16.89335492528928,11.068826198779545,0,765,1013,20,31,163958.0,0.0,-10149.0,0.0,0,1,10422886.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-714502.0,-1411212.0,51627696.0,2907194.0,4854192.0,-20.267746838002736,279,70,1014,1028,False,TSE,GOOD,False,長榮,UNKNOWN,-2.9106029106029108,-0.21367521367521292,-0.4744388648318387,-3.736060802197927,0.19034002611517664,TSE_COMMONSTOCK,1082,233.5,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2603,長榮,2603,15,12,35,11,10,0,4482699.0,12334291.0,1435800.0,6800800.0,6834200.0,8408495.0,20.620878301774876,1029,1071,999,1048
2026-09-15,institutional_features_v2,False,True,False,True,35.48894059329977,GOOD,0,2,-776609.0,-28393.0,-572389.0,-4299397.0,-402501.0,False,SELL_WITH_PRICE_DOWN,SELL_WITH_PRICE_DOWN,NONE,NONE,47,973,960,883,0,2,-4429357.0,3052617.0,-699992.0,-6914168.0,943067.0,-688370.0,-7.783370749536051,997,110,74,176,36.28834392077362,381934856.0544863,10525001.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,6952085.0,36.27807068747465,506532743.36421824,13962505.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,24590160.0,36.8583949870499,173084442.77153724,4695930.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,5914801.0,REVERSING,BELOW_20D_COST,129689552.36911,-49130215.06749293,-390278201.8012097,8899362.388528496,-41986024.00978691,10.65891472868217,17.50236518448439,923,873,MIXED,3572916.0,-1384381.0,-10627655.0,138144.0,-1218871.0,-2.714523124995505,-1.6334652704744532,-2.705883338422942,-1.7409374081902906,0,50,1012,993,936,683692.0,0.0,726910.0,0.0,0,2,-6010658.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,3572916.0,-1384381.0,-10627655.0,138144.0,-1218871.0,-15.393248182284177,994,71,41,123,False,TSE,GOOD,False,新興,UNKNOWN,-4.625850340136061,-5.142083897158334,-3.412511531188178,-3.385159861598319,-4.906331346455195,TSE_COMMONSTOCK,1082,35.05,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2605,新興,2605,960,1041,938,990,0,1,-121000.0,-135000.0,-112000.0,-141000.0,-112000.0,-128000.0,-1.245353552537797,84,42,96,69
2026-09-15,institutional_features_v2,False,True,False,True,74.69238825807787,GOOD,0,4,-269088.0,-625694.0,-132105.0,-1009899.0,-447391.0,False,BUY_WITH_PRICE_UP,BUY_WITH_PRICE_DOWN,NONE,FLOW_PRICE_DIVERGENCE,43,902,28,55,0,1,358026.0,3510816.0,-317229.0,28163326.0,-623870.0,1934421.0,-7.043701148782142,1001,181,1006,1004,78.42884991625031,456669625.1285986,5822725.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,2112917.0,75.92114348192973,2490544750.1563067,32804363.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,6216885.0,78.6292339547422,225526727.70601025,2868230.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,895200.0,ACCELERATING,NEAR_20D_COST,292571052.3761297,-4581182.941420948,2027801061.346005,-46511183.7468683,156290709.4962896,96.12403100775194,93.37748344370861,41,71,SHORT_TERM_SELL,3709808.0,-61334.0,26587478.0,-596212.0,1973030.0,12.459652942120735,8.495710438095273,12.36185048185917,8.323493367251158,0,49,686,31,53,277686.0,0.0,367051.0,0.0,0,1,236252.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,3709808.0,-61334.0,26587478.0,-596212.0,1973030.0,-1.3618501658404618,995,397,1003,1006,False,TSE,GOOD,False,裕民,UNKNOWN,7.338129496402868,-6.39899623588458,-4.881940663848738,-1.7401522439453143,-5.124345936094676,TSE_COMMONSTOCK,1082,74.6,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2606,裕民,2606,84,27,988,62,1,0,425000.0,547000.0,388000.0,-933000.0,388000.0,486000.0,8.61508892858935,960,1056,46,997
2026-09-15,institutional_features_v2,False,True,False,True,52.7971342344334,GOOD,2,0,-22900.0,1074.0,11000.0,-3720.0,-10913.0,False,BUY_WITH_PRICE_UP,BUY_WITH_PRICE_DOWN,NONE,FLOW_PRICE_DIVERGENCE,159,124,159,174,3,0,193216.0,380466.0,60250.0,1271706.0,218579.0,286841.0,30.97638596833982,885,959,875,885,53.11035880066179,27870829.20854089,524772.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,145166.0,52.542971064500804,81294747.54585096,1547205.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,277032.0,53.07625715605338,17256365.0316047,325124.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,49196.0,ACCELERATING,NEAR_20D_COST,20177130.005194787,3761795.8142033797,66753065.632886276,11675598.904631604,14653760.964928307,83.91472868217055,83.44370860927152,167,176,PERSISTENT_BUY,379606.0,71250.0,1270173.0,220579.0,275928.0,12.98605887223238,22.255832591806893,12.96358402646742,22.22868490270399,0,161,119,166,177,-1934.0,0.0,2187.0,0.0,3,0,172250.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,379606.0,71250.0,1270173.0,220579.0,275928.0,36.63182573019439,883,964,868,882,False,TSE,GOOD,False,榮運,UNKNOWN,5.158730158730163,-0.9345794392523366,-0.2077914801442038,0.8698193616385907,-0.14367470530027848,TSE_COMMONSTOCK,1082,53.0,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2607,榮運,2607,451,454,472,453,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,455,432,461
2026-09-15,institutional_features_v2,False,True,False,True,28.5339549408878,GOOD,3,0,2738.0,51688.0,5959.0,19906.0,27213.0,False,SELL_WITH_PRICE_UP,SELL_WITH_PRICE_UP,FLOW_PRICE_DIVERGENCE,FLOW_PRICE_DIVERGENCE,710,751,740,724,0,3,113022.0,-457476.0,-88000.0,-687842.0,-307504.0,-172227.0,-78.51884898505465,334,331,294,335,28.75552138884721,3770251.431377313,131114.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,537244.0,28.74426798778661,6983908.56018855,242967.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,915457.0,28.75552138884721,3770251.431377313,131114.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,276128.0,DECELERATING,NEAR_20D_COST,-11609821.082731778,-2340954.1973053757,-19210806.74377404,-7942648.640891162,-4172397.2095138486,34.10852713178294,38.12677388836329,681,655,PERSISTENT_SELL,-406130.0,-82041.0,-672490.0,-276128.0,-145014.0,-13.701357458492543,-7.284159849381422,-13.773062029673659,-7.304420359534195,0,702,736,738,680,-342.0,0.0,-4554.0,0.0,0,3,116102.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,-406130.0,-82041.0,-672490.0,-276128.0,-145014.0,-73.20187374525987,342,347,296,379,False,TSE,GOOD,False,嘉里大榮,UNKNOWN,0.7042253521126751,0.5272407732864748,-0.5408400937829239,-0.5019017629807387,-0.5408400937829239,TSE_COMMONSTOCK,1082,28.6,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2608,嘉里大榮,2608,452,455,473,454,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,456,433,462
2026-09-15,institutional_features_v2,False,True,False,True,59.004975190990926,GOOD,0,2,110355.0,-1928537.0,-171176.0,-205011.0,-909091.0,False,BUY_WITH_PRICE_DOWN,BUY_WITH_PRICE_UP,FLOW_PRICE_DIVERGENCE,NONE,12,5,4,4,1,0,24490188.0,33233552.0,2547014.0,152022334.0,21291414.0,28861870.0,11.560142228454568,1032,1078,1030,1055,59.031273958126874,2571865807.179126,43567852.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,10966615.0,60.61500185344665,13972432026.655066,230511121.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,76512747.0,59.302060612748065,1993478974.2946217,33615678.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,5180356.0,ACCELERATING,BELOW_20D_COST,1932077917.6650748,145260690.1142387,9506550653.757242,1293710621.7786293,1687685554.3053737,99.03100775193798,98.77010406811732,11,14,PERSISTENT_BUY,32601237.0,2461838.0,153998374.0,21642523.0,28435322.0,9.13217369987445,13.824771771955902,8.959825486449523,13.757171863646592,0,15,6,5,4,447242.0,0.0,1052246.0,0.0,1,0,24269407.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,32601237.0,2461838.0,153998374.0,21642523.0,28435322.0,11.17355358997404,1029,1077,1029,1055,False,TSE,GOOD,False,陽明,UNKNOWN,-0.3389830508474634,0.512820512820511,-0.39178208874659504,-2.99431130569775,-0.8466157964165943,TSE_COMMONSTOCK,1082,58.8,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2609,陽明,2609,69,52,84,63,4,0,116106.0,848980.0,86000.0,1128805.0,239106.0,482543.0,0.39032853044666926,975,1031,950,996
2026-09-15,institutional_features_v2,False,True,False,True,19.985136825850493,GOOD,1,0,806162.0,-464114.0,158192.0,40816.0,171024.0,False,UNKNOWN,SELL_WITH_PRICE_DOWN,UNKNOWN,NONE,22,1070,41,1038,0,2,-35842592.0,11173296.0,-10365354.0,14016737.0,-6377898.0,-12334648.0,-45.245965956814516,1022,13,993,21,20.46329599938682,702525721.9043889,34331015.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,18766274.0,20.544482032711482,1654235920.2744772,80519719.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,59470473.0,20.290467960289902,139936255.85833335,6896650.0,POSITIVE_DAILY_NET_FLOW_WEIGHTED_AVG_PRICE,18766274.0,REVERSING,BELOW_20D_COST,325194195.08251417,-208608095.78039324,449020398.5240678,-115846514.05231805,-237395270.96354133,92.15116279069767,8.609271523178808,82,967,SHORT_TERM_SELL,15564741.0,-10438162.0,21049246.0,-5880760.0,-11869624.0,5.4953549751559745,-17.533653774172578,5.257172193606974,-17.69750414048238,0,26,1071,36,1039,-91441.0,0.0,-216463.0,0.0,0,2,-39303989.0,UNKNOWN,2026-09-15T08:30:17.526921+00:00,15564741.0,-10438162.0,21049246.0,-5880760.0,-11869624.0,-45.563781275942425,1018,12,998,20,False,TSE,GOOD,False,華航,UNKNOWN,0.0,-2.689486552567244,-2.7527139293870295,-3.1370079405522167,-1.9243911035175754,TSE_COMMONSTOCK,1082,19.9,1329,ordinary_stock,TWSE_ISIN_C_PUBLIC,TWSE_T86,2610,華航,2610,27,1064,32,71,0,1,-4359000.0,4947000.0,-231000.0,7208156.0,254000.0,294000.0,-1.0083416481505747,1017,19,1002,987
